Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23.0,NYA,ABA,SG,72,,23.7,3.5,6.8,0.512,0.0,0.1,0.0,3.5,6.7,0.517,0.512,1.8,2.4,0.767,0.8,1.7,2.4,1.9,,1.9,3.6,8.8
1971-72,24.0,NYA,ABA,SG,46,,12.2,1.7,4.4,0.393,0.0,0.1,0.333,1.7,4.2,0.395,0.398,0.7,1.2,0.63,0.3,0.7,1.1,1.0,,1.4,1.7,4.2
1972-73,25.0,NYA,ABA,SG,1,,12.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,0.0,0.0,,2.0,0.0,2.0,2.0,,0.0,1.0,4.0
Career,,,ABA,,119,,19.2,2.8,5.8,0.477,0.0,0.1,0.2,2.8,5.7,0.481,0.478,1.4,1.9,0.735,0.6,1.3,1.9,1.6,,1.7,2.9,7.0
