Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1973-74,23.0,BOS,NBA,C,24,,5.7,0.9,2.7,0.328,0.9,1.6,0.579,0.6,1.0,1.6,0.5,0.2,0.0,1.4,2.7
1974-75,24.0,BOS,NBA,C,3,,3.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0
Career,,,NBA,,27,,5.4,0.8,2.4,0.318,0.8,1.5,0.55,0.5,1.0,1.5,0.4,0.2,0.0,1.2,2.4
