Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,22.0,SEA,NBA,SG,58,,11.5,2.4,5.7,0.428,0.7,1.0,0.768,0.2,0.8,1.0,0.8,0.4,0.1,0.8,5.6
1975-76,23.0,SEA,NBA,SG,49,,6.9,1.5,3.7,0.403,0.9,1.1,0.804,0.2,0.4,0.6,0.5,0.2,0.0,0.4,3.9
Career,,,NBA,,107,,9.4,2.0,4.8,0.419,0.8,1.0,0.786,0.2,0.6,0.8,0.7,0.3,0.0,0.6,4.8
