Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1971-72,22.0,PTC,ABA,F,53,,11.3,2.8,4.5,0.629,0.0,0.0,0.0,2.8,4.4,0.634,0.629,0.7,1.0,0.66,1.5,1.3,2.8,0.8,,0.9,1.9,6.3,Walt Szczerbiak,6-6
