Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1953-54,24.0,MLH,NBA,G,68.0,,32.8,3.7,11.0,0.34,3.7,5.0,0.748,3.3,2.8,3.9,11.2,Don Sunderlage,6-1
1954-55,25.0,MNL,NBA,G,45.0,,9.0,0.7,3.0,0.248,1.1,1.6,0.658,1.2,0.8,1.3,2.5,Don Sunderlage,6-1
