Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,21.0,ATL,NBA,C-F,73,,29.2,5.2,10.6,0.488,1.3,2.0,0.651,2.7,6.1,8.8,1.3,0.5,0.8,3.0,11.7,Mike Sojourner,6-9
1975-76,22.0,ATL,NBA,C-F,67,,23.9,3.7,7.8,0.473,1.2,1.8,0.672,1.9,4.8,6.7,0.9,0.6,0.6,2.6,8.6,Mike Sojourner,6-9
1976-77,23.0,ATL,NBA,C-F,51,,10.8,1.9,4.0,0.468,0.8,1.1,0.719,1.0,1.9,2.9,0.4,0.3,0.2,1.3,4.5,Mike Sojourner,6-9
