Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1968-69,22.0,LAS,ABA,F,74.0,,29.7,5.9,13.0,0.453,0.4,1.0,0.378,5.5,12.0,0.46,0.468,3.5,4.6,0.774,2.1,4.7,6.8,0.8,,1.7,3.4,15.7,George Stone,6-7
1969-70,23.0,LAS,ABA,F,83.0,,31.8,6.2,14.4,0.429,0.8,2.5,0.316,5.4,11.9,0.452,0.456,2.9,3.7,0.781,2.0,4.7,6.6,1.7,,1.9,3.4,16.0,George Stone,6-7
1970-71,24.0,UTS,ABA,F,78.0,,22.2,4.8,10.4,0.46,0.6,2.0,0.318,4.1,8.3,0.495,0.491,1.6,2.0,0.776,1.2,3.4,4.7,1.4,,0.9,2.2,11.7,George Stone,6-7
1971-72,25.0,TOT,ABA,F,24.0,,15.9,2.0,5.1,0.398,0.0,0.4,0.111,2.0,4.8,0.421,0.402,1.0,1.2,0.893,0.5,2.0,2.6,1.0,,0.9,1.7,5.2,George Stone,6-7
