Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1955-56,22.0,ROC,NBA,F-C,67,,34.7,6.0,17.0,.354,4.8,6.7,.714,16.3,4.9,4.1,16.8,Maurice Stokes,6-7
1956-57,23.0,ROC,NBA,F-C,72,,38.3,6.0,17.3,.347,3.6,5.3,.665,17.4,4.6,4.0,15.6,Maurice Stokes,6-7
1957-58,24.0,CIN,NBA,F-C,63,,39.0,6.6,18.7,.351,3.8,5.3,.715,18.1,6.4,3.6,16.9,Maurice Stokes,6-7
