Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,22.0,SEA,NBA,F-G,73,,21.6,1.9,4.8,0.409,0.9,1.3,0.649,1.8,2.9,4.7,1.2,0.7,0.2,2.2,4.8,Tal Skinner,6-5
1975-76,23.0,SEA,NBA,F-G,72,,17.0,1.8,4.0,0.463,0.7,1.1,0.613,1.2,2.4,3.7,0.9,0.7,0.1,1.6,4.3,Tal Skinner,6-5
