Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1977-78,22.0,PHO,NBA,F-G,81,,19.0,2.2,4.6,0.488,,,,2.2,4.6,0.488,0.488,1.6,2.4,0.691,1.7,2.7,4.4,1.1,0.6,0.5,1.0,2.0,6.1,Alvin Scott,6-7
1978-79,23.0,PHO,NBA,F-G,81,,21.4,2.6,4.9,0.535,,,,2.6,4.9,0.535,0.535,1.5,2.1,0.714,1.3,3.2,4.4,1.6,1.0,0.8,1.2,1.7,6.7,Alvin Scott,6-7
1979-80,24.0,PHO,NBA,F-G,79,,16.5,1.6,3.8,0.422,0.0,0.0,0.333,1.6,3.8,0.423,0.424,1.2,1.5,0.779,1.1,1.8,2.9,1.2,0.6,0.7,1.2,1.3,4.4,Alvin Scott,6-7
1980-81,25.0,PHO,NBA,F-G,82,,17.4,2.1,4.2,0.497,0.0,0.1,0.167,2.1,4.2,0.503,0.499,1.2,1.5,0.764,1.2,2.0,3.3,1.4,0.7,0.9,0.9,1.5,5.4,Alvin Scott,6-7
1981-82,26.0,PHO,NBA,F-G,81,38.0,21.5,2.3,4.7,0.497,0.0,0.0,0.0,2.3,4.7,0.5,0.497,1.3,1.8,0.73,1.2,2.4,3.6,1.8,0.7,0.9,1.2,2.1,6.0,Alvin Scott,6-7
1982-83,27.0,PHO,NBA,F-G,81,9.0,14.1,1.5,3.2,0.479,0.0,0.0,0.0,1.5,3.2,0.482,0.479,1.0,1.4,0.736,0.7,2.0,2.8,1.2,0.6,0.4,0.8,1.6,4.1,Alvin Scott,6-7
1983-84,28.0,PHO,NBA,F-G,65,5.0,11.3,0.8,1.9,0.444,0.0,0.0,0.5,0.8,1.9,0.443,0.448,0.9,1.1,0.778,0.4,1.1,1.5,0.7,0.3,0.3,0.6,1.3,2.6,Alvin Scott,6-7
1984-85,29.0,PHO,NBA,F-G,77,18.0,16.1,1.4,3.4,0.429,0.0,0.1,0.2,1.4,3.3,0.433,0.431,0.7,1.0,0.716,0.6,1.5,2.1,1.6,0.5,0.3,0.8,1.6,3.6,Alvin Scott,6-7
