Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,23.0,PHI,NBA,G,54,,10.0,2.4,5.9,0.408,0.4,0.4,1.0,0.3,0.3,0.6,0.9,0.4,0.1,0.8,5.2,Don Smith,6-0
