Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1974-75,23.0,PHO,NBA,F,69.0,,15.3,2.6,5.9,0.433,1.0,1.4,0.695,1.2,2.5,3.7,1.2,0.6,0.2,,2.2,6.1,Fred Saunders,6-7
1975-76,24.0,PHO,NBA,F,17.0,,8.6,1.6,3.8,0.438,0.4,0.6,0.545,0.6,1.5,2.2,0.8,0.3,0.1,,1.4,3.6,Fred Saunders,6-7
1976-77,25.0,BOS,NBA,F,68.0,,15.5,2.7,5.8,0.466,0.5,0.8,0.66,1.1,2.2,3.3,1.3,0.4,0.1,,2.8,5.9,Fred Saunders,6-7
1977-78,26.0,TOT,NBA,F,56.0,,11.5,1.8,4.2,0.423,0.5,0.6,0.722,0.7,1.3,2.0,0.8,0.4,0.3,0.8,1.9,4.0,Fred Saunders,6-7
