Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1968-69,22.0,MMF,ABA,F-C,77.0,,25.8,4.0,8.5,0.465,0.0,0.1,0.0,4.0,8.5,0.468,0.465,4.2,5.8,0.713,2.9,4.3,7.2,0.9,,1.8,2.8,12.1,Don Sidle,6-8
1969-70,23.0,MMF,ABA,F-C,84.0,,41.6,7.6,15.7,0.484,0.0,0.1,0.167,7.6,15.6,0.486,0.484,5.6,7.5,0.74,5.1,7.7,12.9,1.5,,3.0,3.2,20.8,Don Sidle,6-8
1970-71,24.0,TOT,ABA,F-C,84.0,,25.6,5.1,10.1,0.499,0.0,0.1,0.222,5.0,10.0,0.502,0.501,2.9,3.9,0.728,3.4,4.2,7.6,1.2,,1.9,2.8,13.0,Don Sidle,6-8
1971-72,25.0,TOT,ABA,F-C,69.0,,13.9,2.5,5.6,0.456,0.0,0.1,0.1,2.5,5.4,0.465,0.457,1.8,2.8,0.636,1.7,1.7,3.4,0.4,,0.8,1.4,6.9,Don Sidle,6-8
