Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1965-66,23.0,BAL,NBA,G,8,,12.3,2.3,5.4,.419,,,,2.3,5.4,.419,.419,1.1,1.4,.818,,,1.9,1.1,,2.6,5.6,Willie Somerset,5-8
1967-68,25.0,HSM,ABA,G,61,,38.3,7.7,17.1,.448,0.5,1.8,.308,7.1,15.3,.464,.464,5.9,7.5,.780,,,5.0,3.7,2.7,3.5,21.7,Willie Somerset,5-8
1968-69,26.0,TOT,ABA,G,74,,42.1,8.4,20.4,.410,0.5,1.9,.259,7.9,18.5,.425,.422,6.5,7.9,.830,1.9,2.6,4.5,3.8,2.9,3.5,23.8,Willie Somerset,5-8
