Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1949-50,27.0,TOT,NBA,C-F,67,,,2.7,10.0,.267,2.9,4.2,.695,,2.5,3.6,8.3,Howie Schultz,6-6
1951-52,29.0,MNL,NBA,C-F,66,,19.7,1.3,4.8,.283,1.4,1.8,.756,3.7,1.5,3.0,4.1,Howie Schultz,6-6
1952-53,30.0,MNL,NBA,C-F,40,,11.9,0.6,2.3,.267,1.1,1.6,.694,2.0,0.7,1.8,2.3,Howie Schultz,6-6
