Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1968-69,23.0,HSM,ABA,F,77,,31.8,4.7,11.5,.410,0.0,0.1,.000,4.7,11.4,.412,.410,3.3,5.5,.608,4.2,6.4,10.7,1.2,1.5,3.1,12.7,Keith Swagerty,6-7
1969-70,24.0,KEN,ABA,F,3,,10.0,0.7,3.0,.222,0.0,0.3,.000,0.7,2.7,.250,.222,1.0,1.0,1.000,0.3,1.7,2.0,1.0,0.7,1.3,2.3,Keith Swagerty,6-7
