Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1969-70,22.0,CAR,ABA,F-C,57.0,,12.3,1.7,4.4,0.387,0.0,0.0,,1.7,4.4,0.387,0.387,1.4,1.9,0.745,1.3,1.7,3.0,0.6,,0.8,1.9,4.8,Bill Bunting,6-8
1970-71,23.0,TOT,ABA,F-C,72.0,,15.6,1.6,3.4,0.465,0.0,0.0,,1.6,3.4,0.465,0.465,1.4,1.7,0.839,1.4,1.8,3.2,0.8,,1.0,2.2,4.6,Bill Bunting,6-8
1971-72,24.0,VIR,ABA,F-C,16.0,,7.2,0.3,0.9,0.267,0.0,0.1,0.0,0.3,0.9,0.286,0.267,0.8,1.1,0.706,0.2,0.8,0.9,0.2,,0.3,0.7,1.3,Bill Bunting,6-8
