Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1972-73,22.0,PHI,NBA,G,82.0,,28.7,4.4,11.3,0.392,1.7,2.4,0.68,,,2.6,3.7,,,,2.2,10.5,Freddie Boyd,6-2
1973-74,23.0,PHI,NBA,G,75.0,,24.2,3.8,9.5,0.402,1.9,2.6,0.723,0.2,1.0,1.2,3.3,0.8,0.1,,2.3,9.5,Freddie Boyd,6-2
1974-75,24.0,PHI,NBA,G,66.0,,20.6,3.1,7.5,0.414,0.8,1.7,0.478,0.2,1.1,1.3,2.4,0.7,0.1,,2.0,7.0,Freddie Boyd,6-2
1975-76,25.0,TOT,NBA,G,36.0,,17.1,2.1,4.8,0.433,0.8,1.4,0.569,0.1,0.8,0.9,2.2,0.8,0.2,,1.6,4.9,Freddie Boyd,6-2
1976-77,26.0,NOJ,NBA,G,47.0,,25.8,4.1,8.6,0.478,1.7,2.1,0.806,0.4,1.5,1.9,3.1,0.9,0.1,,1.7,9.9,Freddie Boyd,6-2
1977-78,27.0,NOJ,NBA,G,21.0,,17.3,2.1,5.2,0.4,0.7,1.0,0.636,0.1,0.8,0.9,2.3,0.4,0.1,1.0,1.1,4.9,Freddie Boyd,6-2
