Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1950-51,26.0,FTW,NBA,F,33.0,,,0.8,3.4,0.248,0.6,1.1,0.583,3.2,0.8,1.5,2.3,Art Burris,6-5
1951-52,27.0,TOT,NBA,F,41.0,,12.5,1.0,3.8,0.269,0.6,1.0,0.667,2.4,0.7,1.7,2.7,Art Burris,6-5
