Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,22.0,ANA,ABA,C,71.0,,31.9,4.2,10.1,0.419,0.0,0.0,0.0,4.2,10.1,0.42,0.419,3.6,5.0,0.727,,,8.3,1.1,1.9,2.7,12.1,Larry Bunce,7-0
1968-69,23.0,TOT,ABA,C,58.0,,13.9,1.5,3.5,0.424,0.0,0.0,,1.5,3.5,0.424,0.424,2.0,2.8,0.691,1.3,2.7,4.0,0.3,1.0,2.2,4.9,Larry Bunce,7-0
