Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1961-62,24.0,CIN,NBA,F,63,,11.6,2.4,5.3,0.458,1.1,1.7,0.62,4.2,0.7,2.0,5.9,Joe Buckhalter,6-7
1962-63,25.0,CIN,NBA,F,2,,6.0,0.0,2.5,0.0,1.0,1.0,1.0,1.5,0.0,0.5,1.0,Joe Buckhalter,6-7
