Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1949-50,29.0,INO,NBA,G,49,,,2.1,5.6,0.372,1.5,2.2,0.708,,2.2,2.0,5.7,Cliff Barker,6-2
1950-51,30.0,INO,NBA,G,56,,,0.9,3.6,0.252,0.9,1.4,0.649,1.8,2.1,1.8,2.7,Cliff Barker,6-2
1951-52,31.0,INO,NBA,G,44,,11.2,1.1,3.7,0.298,0.7,1.2,0.588,1.8,1.6,1.3,2.9,Cliff Barker,6-2
