Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1965-66,24.0,PHI,NBA,F,5,,2.8,0.2,1.2,.167,,,,0.2,1.2,.167,.167,0.6,0.8,.750,,,1.8,0.2,,0.8,1.0,Jesse Branson,6-7
1967-68,26.0,NOB,ABA,F,78,,24.3,4.8,11.2,.429,0.0,0.1,.222,4.8,11.1,.431,.430,4.3,6.1,.702,,,6.9,0.9,1.5,3.2,13.9,Jesse Branson,6-7
