Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1961-62,23.0,NYK,NBA,F-C,62,,11.2,2.5,5.9,0.431,1.3,2.1,0.624,3.8,0.6,1.8,6.4,Cleveland Buckner,6-9
1962-63,24.0,NYK,NBA,F-C,6,,4.5,0.8,1.7,0.5,0.3,0.7,0.5,0.7,0.8,1.0,2.0,Cleveland Buckner,6-9
