Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1976-77,21.0,ATL,NBA,C-F,59,,22.9,3.1,7.4,.417,1.9,2.8,.683,1.9,4.9,6.8,1.0,0.6,0.7,,3.8,8.1,Tom Barker,6-11
1978-79,23.0,TOT,NBA,C-F,39,,12.2,1.7,4.0,.436,0.7,0.9,.730,1.2,1.9,3.1,0.4,0.3,0.3,0.9,1.9,4.2,Tom Barker,6-11
