Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1975-76,22.0,KCK,NBA,F-G,31.0,,5.3,0.5,1.5,0.34,0.8,1.1,0.727,0.3,0.6,0.9,0.3,0.1,0.0,,0.6,1.8,Bob Bigelow,6-7
1976-77,23.0,KCK,NBA,F-G,29.0,,5.6,1.2,2.4,0.5,0.5,0.6,0.882,0.3,0.7,0.9,0.3,0.1,0.0,,0.6,2.9,Bob Bigelow,6-7
1977-78,24.0,TOT,NBA,F-G,5.0,,4.8,0.8,2.6,0.308,0.0,0.0,,0.6,1.2,1.8,0.0,0.0,0.0,0.0,0.6,1.6,Bob Bigelow,6-7
1978-79,25.0,SDC,NBA,F-G,29.0,,14.2,1.2,3.1,0.4,0.4,0.7,0.619,0.5,1.1,1.6,0.9,0.4,0.1,0.6,1.3,2.9,Bob Bigelow,6-7
