Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,29.0,WSC,BAA,,58.0,,,3.2,11.8,0.273,2.0,2.7,0.73,,0.5,3.0,8.4
1947-48,30.0,WSC,BAA,,47.0,,,2.4,11.5,0.205,2.5,3.1,0.813,,0.7,3.3,7.2
1948-49,31.0,TOT,BAA,,42.0,,,1.4,5.4,0.261,1.2,1.5,0.781,,1.0,2.6,4.0
1948-49,31.0,BLB,BAA,,29.0,,,1.6,6.1,0.253,1.5,1.9,0.768,,1.1,2.7,4.6
1948-49,31.0,PHW,BAA,,13.0,,,1.1,3.7,0.292,0.5,0.6,0.875,,0.9,2.5,2.7
Career,,,BAA,,147.0,,,2.4,9.9,0.246,1.9,2.5,0.771,,0.7,3.0,6.8
,,,,,,,,,,,,,,,,,
2 seasons,,WSC,BAA,,105.0,,,2.8,11.7,0.243,2.2,2.9,0.769,,0.6,3.1,7.9
1 season,,BLB,BAA,,29.0,,,1.6,6.1,0.253,1.5,1.9,0.768,,1.1,2.7,4.6
1 season,,PHW,BAA,,13.0,,,1.1,3.7,0.292,0.5,0.6,0.875,,0.9,2.5,2.7
