Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23.0,SDR,NBA,SF,25.0,,5.7,1.2,3.2,0.363,,,,1.2,3.2,0.363,0.363,0.8,1.2,0.655,,,2.0,0.2,,,,1.5,3.1
1969-70,24.0,SDR,NBA,SF,70.0,,14.6,2.6,6.2,0.426,,,,2.6,6.2,0.426,0.426,1.0,1.5,0.692,,,4.4,0.7,,,,2.9,6.3
1970-71,25.0,SDR,NBA,SF,82.0,,25.4,3.9,9.3,0.42,,,,3.9,9.3,0.42,0.42,1.7,2.3,0.755,,,6.2,1.7,,,,4.1,9.6
1971-72,26.0,LAL,NBA,SF,58.0,,13.1,2.4,5.4,0.443,,,,2.4,5.4,0.443,0.443,0.9,1.3,0.699,,,3.1,0.7,,,,2.2,5.7
1972-73,27.0,TOT,TOT,SF,68.0,,18.1,3.3,8.1,0.411,0.0,0.0,0.0,3.3,8.0,0.412,0.411,1.6,2.3,0.708,0.4,,4.0,1.0,,,0.4,3.3,8.2
1972-73,27.0,TOT,NBA,SF,44.0,,20.2,3.9,9.5,0.407,,,,3.9,9.5,0.407,0.407,2.0,2.8,0.738,,,4.5,1.1,,,,3.4,9.8
1972-73,27.0,LAL,NBA,SF,5.0,,7.0,0.6,2.4,0.25,,,,0.6,2.4,0.25,0.25,1.4,2.0,0.7,,,2.8,0.4,,,,2.0,2.6
1972-73,27.0,PHI,NBA,SF,39.0,,21.9,4.3,10.5,0.412,,,,4.3,10.5,0.412,0.412,2.1,2.9,0.741,,,4.8,1.2,,,,3.6,10.7
1972-73,27.0,DNR,ABA,SF,24.0,,14.3,2.3,5.3,0.422,0.0,0.1,0.0,2.3,5.3,0.429,0.422,0.8,1.3,0.594,1.1,1.9,3.0,0.8,,,1.0,3.2,5.3
Career,,,TOT,,303.0,,17.3,3.0,7.1,0.42,0.0,0.1,0.0,3.0,7.1,0.421,0.42,1.3,1.8,0.717,1.1,1.9,4.4,1.0,,,1.0,3.1,7.2
,,,NBA,,279.0,,17.5,3.0,7.2,0.42,,,,3.0,7.2,0.42,0.42,1.3,1.8,0.725,,,4.5,1.0,,,,3.1,7.4
,,,ABA,,24.0,,14.3,2.3,5.3,0.422,0.0,0.1,0.0,2.3,5.3,0.429,0.422,0.8,1.3,0.594,1.1,1.9,3.0,0.8,,,1.0,3.2,5.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SDR,NBA,,177.0,,18.3,3.0,7.2,0.419,,,,3.0,7.2,0.419,0.419,1.3,1.8,0.726,,,4.9,1.1,,,,3.2,7.4
2 seasons,,LAL,NBA,,63.0,,12.6,2.3,5.2,0.436,,,,2.3,5.2,0.436,0.436,0.9,1.3,0.699,,,3.1,0.7,,,,2.2,5.4
1 season,,PHI,NBA,,39.0,,21.9,4.3,10.5,0.412,,,,4.3,10.5,0.412,0.412,2.1,2.9,0.741,,,4.8,1.2,,,,3.6,10.7
1 season,,DNR,ABA,,24.0,,14.3,2.3,5.3,0.422,0.0,0.1,0.0,2.3,5.3,0.429,0.422,0.8,1.3,0.594,1.1,1.9,3.0,0.8,,,1.0,3.2,5.3
