Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,25.0,STL,NBA,PF,4.0,,8.8,1.0,2.8,0.364,1.5,2.3,0.667,4.5,1.5,2.3,3.5
1965-66,26.0,TOT,NBA,PF,61.0,,15.9,2.8,6.6,0.428,2.3,3.1,0.747,6.0,1.2,2.9,7.9
1965-66,26.0,STL,NBA,PF,15.0,,14.2,2.5,5.2,0.474,1.8,2.1,0.844,5.7,0.7,2.9,6.7
1965-66,26.0,DET,NBA,PF,46.0,,16.4,2.9,7.0,0.416,2.5,3.4,0.728,6.1,1.3,3.0,8.3
1966-67,27.0,DET,NBA,PF,68.0,,22.8,3.8,8.6,0.438,2.4,3.4,0.701,7.1,1.3,3.6,9.9
1967-68,28.0,TOT,NBA,PF,85.0,,29.1,4.7,10.2,0.457,2.9,4.5,0.651,8.3,1.9,4.0,12.3
1967-68,28.0,DET,NBA,PF,55.0,,30.4,5.0,10.9,0.461,3.3,5.1,0.658,9.8,2.1,4.3,13.3
1967-68,28.0,CIN,NBA,PF,30.0,,26.7,4.0,9.0,0.448,2.2,3.5,0.632,5.6,1.5,3.5,10.3
1968-69,29.0,TOT,NBA,PF,77.0,,32.2,4.9,10.6,0.463,2.6,4.3,0.612,8.9,2.2,3.9,12.5
1968-69,29.0,CIN,NBA,PF,51.0,,33.0,4.7,10.4,0.45,2.5,4.4,0.583,8.2,2.0,3.8,11.9
1968-69,29.0,SEA,NBA,PF,26.0,,30.8,5.4,11.1,0.488,2.8,4.1,0.673,10.3,2.4,4.1,13.6
1969-70,30.0,TOT,NBA,PF,69.0,,21.7,3.8,8.6,0.444,3.0,4.1,0.725,6.2,1.6,3.0,10.6
1969-70,30.0,SEA,NBA,PF,49.0,,26.1,4.4,10.3,0.428,3.7,5.1,0.735,7.4,1.9,3.3,12.6
1969-70,30.0,LAL,NBA,PF,20.0,,11.1,2.4,4.4,0.534,1.2,1.8,0.657,3.2,0.9,2.0,5.9
1970-71,31.0,TOT,NBA,PF,75.0,,20.2,2.7,5.8,0.463,1.9,2.7,0.712,5.1,1.1,2.6,7.3
1970-71,31.0,LAL,NBA,PF,8.0,,8.3,2.3,4.4,0.514,0.9,1.3,0.7,2.9,1.3,1.4,5.4
1970-71,31.0,BAL,NBA,PF,67.0,,21.7,2.7,6.0,0.459,2.1,2.9,0.713,5.4,1.1,2.8,7.6
1971-72,32.0,BAL,NBA,PF,65.0,,18.9,2.5,5.5,0.45,1.9,2.3,0.818,5.0,1.3,2.7,6.8
1972-73,33.0,BAL,NBA,PF,55.0,,9.8,1.5,3.3,0.467,0.7,1.1,0.695,2.8,0.6,1.8,3.8
Career,,,NBA,,559.0,,22.0,3.4,7.6,0.451,2.3,3.3,0.693,6.3,1.4,3.1,9.2
,,,,,,,,,,,,,,,,,
3 seasons,,BAL,NBA,,187.0,,17.2,2.3,5.0,0.457,1.6,2.1,0.749,4.5,1.0,2.5,6.2
3 seasons,,DET,NBA,,169.0,,23.6,3.9,8.9,0.442,2.7,4.0,0.69,7.7,1.6,3.7,10.6
2 seasons,,CIN,NBA,,81.0,,30.7,4.4,9.9,0.449,2.4,4.1,0.599,7.3,1.8,3.7,11.3
2 seasons,,SEA,NBA,,75.0,,27.7,4.8,10.6,0.45,3.4,4.7,0.716,8.4,2.1,3.6,12.9
2 seasons,,LAL,NBA,,28.0,,10.3,2.3,4.4,0.528,1.1,1.6,0.667,3.1,1.0,1.8,5.7
2 seasons,,STL,NBA,,19.0,,13.1,2.2,4.7,0.461,1.7,2.2,0.805,5.4,0.8,2.7,6.1
