Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23.0,DNR,ABA,SG,68.0,,9.8,1.8,4.2,0.421,0.1,0.4,0.417,1.6,3.8,0.421,0.439,1.1,1.7,0.649,0.7,0.4,1.1,0.9,,,1.0,1.6,4.8
1973-74,24.0,DNR,ABA,SG,60.0,,9.8,1.9,4.3,0.443,0.2,0.6,0.4,1.7,3.7,0.45,0.471,1.0,1.2,0.87,0.4,0.8,1.2,1.2,0.2,0.1,1.0,1.1,5.0
1974-75,25.0,DNA,ABA,SF,70.0,,14.1,2.8,5.2,0.53,0.1,0.4,0.4,2.6,4.8,0.54,0.544,1.0,1.3,0.761,0.8,1.2,2.0,1.6,0.5,0.0,1.1,1.2,6.7
1975-76,26.0,DNA,ABA,SG,79.0,,17.1,2.9,6.3,0.464,0.2,0.7,0.236,2.8,5.6,0.492,0.477,1.0,1.1,0.899,0.5,1.4,1.9,1.8,0.5,0.1,1.2,1.5,7.1
1976-77,27.0,TOT,NBA,SG,45.0,,12.1,2.1,4.2,0.503,,,,2.1,4.2,0.503,0.503,0.8,1.0,0.818,0.3,0.8,1.0,1.3,0.4,0.0,,1.1,5.1
1976-77,27.0,BUF,NBA,SG,33.0,,9.2,1.5,3.2,0.471,,,,1.5,3.2,0.471,0.471,0.5,0.7,0.783,0.1,0.7,0.8,1.0,0.3,0.0,,0.8,3.5
1976-77,27.0,ATL,NBA,SG,12.0,,20.1,3.9,7.3,0.54,,,,3.9,7.3,0.54,0.54,1.5,1.8,0.857,0.7,0.8,1.5,2.1,0.8,0.1,,1.8,9.3
1977-78,28.0,ATL,NBA,SG,27.0,,6.1,0.9,2.5,0.368,,,,0.9,2.5,0.368,0.368,0.3,0.4,0.818,0.1,0.4,0.6,0.3,0.2,0.0,0.3,0.5,2.2
Career,,,TOT,,349.0,,12.3,2.2,4.8,0.468,0.2,0.5,0.338,2.1,4.4,0.48,0.483,0.9,1.2,0.785,0.5,0.9,1.4,1.3,0.4,0.0,1.0,1.2,5.5
,,,ABA,,277.0,,13.0,2.4,5.1,0.469,0.2,0.5,0.338,2.2,4.6,0.483,0.485,1.0,1.3,0.78,0.6,1.0,1.6,1.4,0.4,0.0,1.1,1.3,5.9
,,,NBA,,72.0,,9.9,1.7,3.6,0.467,,,,1.7,3.6,0.467,0.467,0.6,0.8,0.818,0.2,0.6,0.8,0.9,0.4,0.0,0.3,0.9,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,"DNR,DNA",ABA,,277.0,,13.0,2.4,5.1,0.469,0.2,0.5,0.338,2.2,4.6,0.483,0.485,1.0,1.3,0.78,0.6,1.0,1.6,1.4,0.4,0.0,1.1,1.3,5.9
2 seasons,,ATL,NBA,,39.0,,10.4,1.8,4.0,0.465,,,,1.8,4.0,0.465,0.465,0.7,0.8,0.844,0.3,0.6,0.8,0.8,0.4,0.0,0.3,0.9,4.4
1 season,,BUF,NBA,,33.0,,9.2,1.5,3.2,0.471,,,,1.5,3.2,0.471,0.471,0.5,0.7,0.783,0.1,0.7,0.8,1.0,0.3,0.0,,0.8,3.5
