Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,28.0,FTW,BAA,,53.0,,,3.5,12.5,0.277,1.9,2.6,0.725,,1.9,1.9,8.8
1949-50,29.0,TOT,NBA,,29.0,,,1.5,5.3,0.281,0.9,1.4,0.675,,1.3,1.4,3.9
1949-50,29.0,BLB,NBA,,8.0,,,1.4,4.9,0.282,0.6,0.8,0.833,,0.3,1.9,3.4
1949-50,29.0,WAT,NBA,,21.0,,,1.5,5.4,0.281,1.0,1.6,0.647,,1.7,1.2,4.1
Career,,,TOT,,82.0,,,2.8,9.9,0.278,1.5,2.2,0.713,,1.7,1.7,7.1
,,,BAA,,53.0,,,3.5,12.5,0.277,1.9,2.6,0.725,,1.9,1.9,8.8
,,,NBA,,29.0,,,1.5,5.3,0.281,0.9,1.4,0.675,,1.3,1.4,3.9
,,,,,,,,,,,,,,,,,
1 season,,FTW,BAA,,53.0,,,3.5,12.5,0.277,1.9,2.6,0.725,,1.9,1.9,8.8
1 season,,WAT,NBA,,21.0,,,1.5,5.4,0.281,1.0,1.6,0.647,,1.7,1.2,4.1
1 season,,BLB,NBA,,8.0,,,1.4,4.9,0.282,0.6,0.8,0.833,,0.3,1.9,3.4
