Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,20.0,WAS,NBA,PF,12,0,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7
2022-23,21.0,WAS,NBA,PF,4,0,3.3,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Career,,,NBA,,16,0,5.4,0.5,1.9,0.267,0.3,1.2,0.211,0.3,0.7,0.364,0.333,0.1,0.4,0.333,0.2,0.6,0.8,0.3,0.3,0.1,0.3,0.3,1.4
