Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,25.0,TOT,BAA,,33.0,,,1.8,5.8,0.319,1.8,2.8,0.659,,0.2,2.2,5.5
1947-48,25.0,CHS,BAA,,19.0,,,0.5,2.5,0.191,0.6,1.1,0.55,,0.1,1.2,1.5
1947-48,25.0,PRO,BAA,,14.0,,,3.7,10.3,0.361,3.5,5.1,0.69,,0.4,3.5,10.9
1948-49,26.0,TOT,BAA,,36.0,,,0.9,2.3,0.381,1.0,1.5,0.679,,0.3,1.8,2.8
1948-49,26.0,WSC,BAA,,13.0,,,0.6,1.6,0.381,0.7,0.9,0.75,,0.1,1.2,1.9
1948-49,26.0,BLB,BAA,,23.0,,,1.0,2.7,0.381,1.2,1.8,0.659,,0.5,2.1,3.3
1949-50,27.0,DNN,NBA,,62.0,,,3.3,8.3,0.397,3.0,4.3,0.705,,1.5,3.4,9.6
Career,,,TOT,,131.0,,,2.3,6.0,0.376,2.2,3.1,0.691,,0.9,2.7,6.7
,,,BAA,,69.0,,,1.3,4.0,0.338,1.4,2.1,0.667,,0.3,2.0,4.1
,,,NBA,,62.0,,,3.3,8.3,0.397,3.0,4.3,0.705,,1.5,3.4,9.6
,,,,,,,,,,,,,,,,,
1 season,,DNN,NBA,,62.0,,,3.3,8.3,0.397,3.0,4.3,0.705,,1.5,3.4,9.6
1 season,,BLB,BAA,,23.0,,,1.0,2.7,0.381,1.2,1.8,0.659,,0.5,2.1,3.3
1 season,,CHS,BAA,,19.0,,,0.5,2.5,0.191,0.6,1.1,0.55,,0.1,1.2,1.5
1 season,,PRO,BAA,,14.0,,,3.7,10.3,0.361,3.5,5.1,0.69,,0.4,3.5,10.9
1 season,,WSC,BAA,,13.0,,,0.6,1.6,0.381,0.7,0.9,0.75,,0.1,1.2,1.9
