Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25.0,TOT,NBA,,24.0,,,1.0,3.1,0.307,1.5,2.2,0.679,,1.0,2.5,3.4
1949-50,25.0,DNN,NBA,,13.0,,,1.0,3.5,0.289,1.4,2.0,0.692,,1.2,2.1,3.4
1949-50,25.0,AND,NBA,,11.0,,,0.9,2.7,0.333,1.6,2.5,0.667,,0.7,2.9,3.5
Career,,,NBA,,24.0,,,1.0,3.1,0.307,1.5,2.2,0.679,,1.0,2.5,3.4
,,,,,,,,,,,,,,,,,
1 season,,DNN,NBA,,13.0,,,1.0,3.5,0.289,1.4,2.0,0.692,,1.2,2.1,3.4
1 season,,AND,NBA,,11.0,,,0.9,2.7,0.333,1.6,2.5,0.667,,0.7,2.9,3.5
