Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,22.0,BOS,NBA,PF,39,,11.8,0.9,2.8,.324,0.5,0.8,.581,4.4,0.5,1.9,2.3
1953-54,23.0,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1954-55,24.0,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1955-56,25.0,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1956-57,26.0,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1957-58,27.0,Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves),Did Not Play (major league baseball—Milwaukee Braves)
1958-59,28.0,BOS,NBA,PF,50,,13.3,1.7,5.2,.328,0.7,1.3,.578,5.5,0.4,2.3,4.2
1959-60,29.0,BOS,NBA,PF,71,,18.7,2.8,7.6,.373,1.1,1.6,.667,8.3,0.5,3.8,6.7
1960-61,30.0,BOS,NBA,PF,75,,16.6,2.4,6.6,.370,1.4,2.0,.693,7.3,0.5,3.7,6.3
1961-62,31.0,Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox),Did Not Play (major league baseball—Boston Red Sox)
1962-63,32.0,NYK,NBA,PF,70,,22.1,3.6,9.3,.390,1.7,2.7,.656,6.7,1.0,3.8,9.0
