Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,23.0,DET,NBA,PF,31.0,,8.7,1.4,4.1,0.341,0.7,0.9,0.793,2.8,0.4,1.0,3.5
1959-60,24.0,TOT,NBA,SF,57.0,,12.5,1.9,5.1,0.376,0.8,1.2,0.657,3.9,0.7,1.6,4.6
1959-60,24.0,DET,NBA,,7.0,,16.6,3.1,8.6,0.367,0.6,1.4,0.4,6.9,0.9,2.7,6.9
1959-60,24.0,SYR,NBA,SF,50.0,,12.0,1.7,4.6,0.378,0.8,1.1,0.702,3.5,0.7,1.5,4.3
1960-61,25.0,SYR,NBA,SF,75.0,,21.9,3.5,7.7,0.463,1.0,1.4,0.676,6.3,1.1,3.3,8.1
1961-62,26.0,TOT,NBA,SF,67.0,,27.8,4.6,11.2,0.407,1.8,2.7,0.652,8.4,1.7,3.1,10.9
1961-62,26.0,CHP,NBA,SF,15.0,,33.2,5.5,14.5,0.378,2.8,3.9,0.712,5.5,2.1,3.7,13.7
1961-62,26.0,STL,NBA,SF,52.0,,26.2,4.3,10.2,0.419,1.5,2.3,0.623,9.2,1.6,3.0,10.0
1962-63,27.0,TOT,NBA,SF,61.0,,19.7,2.8,6.2,0.455,1.0,1.6,0.646,3.9,1.4,2.2,6.7
1962-63,27.0,STL,NBA,SF,42.0,,15.8,2.5,5.1,0.495,1.0,1.5,0.651,3.1,1.0,2.0,6.1
1962-63,27.0,CHZ,NBA,SF,19.0,,28.5,3.5,8.6,0.402,1.1,1.7,0.636,5.7,2.2,2.6,8.1
1963-64,28.0,BAL,NBA,SF,71.0,,15.8,1.6,4.1,0.4,0.4,0.6,0.667,4.2,0.7,2.3,3.7
Career,,,NBA,,362.0,,18.8,2.8,6.7,0.42,1.0,1.4,0.665,5.2,1.1,2.4,6.6
,,,,,,,,,,,,,,,,,
2 seasons,,SYR,NBA,,125.0,,17.9,2.8,6.4,0.439,0.9,1.3,0.685,5.2,0.9,2.6,6.6
3 seasons,,"CHP,CHZ,BAL",NBA,,105.0,,20.6,2.5,6.4,0.393,0.9,1.3,0.679,4.7,1.1,2.6,5.9
2 seasons,,STL,NBA,,94.0,,21.5,3.5,8.0,0.441,1.2,2.0,0.632,6.5,1.3,2.6,8.3
2 seasons,,DET,NBA,,38.0,,10.2,1.7,4.9,0.349,0.7,1.0,0.692,3.6,0.5,1.3,4.1
