Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,24.0,ORL,NBA,PG,8,0,9.3,1.4,3.5,0.393,0.8,2.0,0.375,0.6,1.5,0.417,0.5,0.8,0.9,0.857,0.0,0.6,0.6,0.1,0.6,0.1,0.3,1.1,4.3
2021-22,25.0,ORL,NBA,PG,5,0,29.0,3.0,8.8,0.341,3.0,7.4,0.405,0.0,1.4,0.0,0.511,1.0,1.4,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0
Career,,,NBA,,13,0,16.8,2.0,5.5,0.361,1.6,4.1,0.396,0.4,1.5,0.263,0.507,0.8,1.1,0.786,0.1,0.8,0.8,0.8,0.8,0.3,0.5,1.4,6.5
