Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1966-67,22.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy)
1967-68,23.0,ANA,ABA,SG,77,,31.7,5.7,13.7,.415,0.0,0.1,.200,5.7,13.6,.417,.416,6.7,8.3,.811,,,5.6,4.7,4.0,3.8,18.2
1968-69,24.0,TOT,ABA,SG,77,,27.2,4.5,11.4,.393,0.0,0.4,.111,4.4,11.0,.402,.395,5.0,6.1,.818,1.8,2.0,3.8,4.6,3.7,3.7,14.0
1968-69,24.0,LAS,ABA,SG,17,,28.8,4.9,12.6,.391,0.1,0.2,.250,4.9,12.4,.393,.393,6.6,7.9,.837,2.6,2.2,4.8,4.6,4.4,3.4,16.6
1968-69,24.0,MNP,ABA,SG,8,,6.8,0.8,2.6,.286,0.0,0.0,,0.8,2.6,.286,.286,0.8,0.8,1.000,0.4,1.1,1.5,1.5,1.8,2.1,2.3
1968-69,24.0,INA,ABA,SG,24,,30.2,4.2,10.2,.412,0.0,0.3,.167,4.2,10.0,.418,.414,5.4,6.8,.796,1.7,2.3,4.0,5.2,3.6,4.3,13.8
1968-69,24.0,NYA,ABA,SG,28,,29.6,5.5,14.1,.388,0.0,0.6,.059,5.4,13.5,.403,.390,4.9,6.0,.817,1.9,1.8,3.7,5.0,4.0,3.9,15.9
1969-70,25.0,TOT,ABA,SG,72,,14.7,1.8,4.9,.361,0.1,0.2,.357,1.7,4.7,.361,.368,2.4,2.8,.854,1.0,0.9,1.9,2.3,2.1,2.4,6.0
1969-70,25.0,NYA,ABA,SG,11,,21.1,3.6,10.7,.339,0.2,0.5,.333,3.5,10.2,.339,.347,3.4,3.8,.881,2.0,1.2,3.2,2.4,2.7,2.6,10.8
1969-70,25.0,PTP,ABA,SG,14,,21.9,2.6,7.6,.336,0.1,0.2,.333,2.5,7.4,.337,.341,4.0,4.6,.875,1.6,1.8,3.4,3.9,2.8,3.4,9.2
1969-70,25.0,INA,ABA,SG,32,,11.9,1.3,2.9,.441,0.1,0.1,.500,1.2,2.8,.438,.452,1.6,1.9,.833,0.7,0.6,1.3,2.2,2.0,2.3,4.2
1969-70,25.0,KEN,ABA,SG,15,,9.3,0.7,2.3,.294,0.0,0.1,.000,0.7,2.2,.303,.294,1.8,2.2,.818,0.4,0.5,0.9,1.1,1.3,1.6,3.1
Career,,,ABA,,226,,24.8,4.0,10.1,.398,0.0,0.2,.196,4.0,9.9,.403,.401,4.8,5.8,.820,1.4,1.4,3.8,3.9,3.3,3.3,12.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,"ANA,LAS",ABA,,94,,31.2,5.6,13.5,.411,0.0,0.1,.214,5.5,13.4,.413,.412,6.7,8.2,.815,2.6,2.2,5.5,4.7,4.1,3.7,17.9
2 seasons,,INA,ABA,,56,,19.8,2.5,6.0,.420,0.1,0.2,.300,2.5,5.9,.424,.425,3.2,4.0,.806,1.1,1.3,2.4,3.5,2.7,3.2,8.3
2 seasons,,NYA,ABA,,39,,27.2,4.9,13.1,.377,0.1,0.6,.130,4.9,12.5,.389,.380,4.5,5.4,.829,1.9,1.6,3.5,4.2,3.6,3.5,14.5
2 seasons,,"MNP,PTP",ABA,,22,,16.4,1.9,5.8,.328,0.0,0.1,.333,1.9,5.7,.328,.332,2.8,3.2,.886,1.2,1.5,2.7,3.0,2.4,3.0,6.7
1 season,,KEN,ABA,,15,,9.3,0.7,2.3,.294,0.0,0.1,.000,0.7,2.2,.303,.294,1.8,2.2,.818,0.4,0.5,0.9,1.1,1.3,1.6,3.1
