Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,21.0,ROC,BAA,SG,56.0,,,2.6,7.3,0.358,1.3,2.3,0.573,,2.2,1.7,6.6
1949-50,22.0,ROC,NBA,SG,62.0,,,3.3,8.9,0.377,2.4,3.3,0.719,,1.9,1.6,9.0
1950-51,23.0,ROC,NBA,SG,66.0,,,2.7,7.7,0.346,2.4,3.5,0.706,3.0,1.5,1.3,7.7
1951-52,24.0,BLB,NBA,SG,55.0,,29.0,2.3,7.4,0.315,2.3,3.3,0.683,4.6,2.1,1.5,7.0
1952-53,25.0,TOT,NBA,,62.0,,34.6,2.9,8.6,0.337,3.4,4.7,0.723,4.5,2.5,2.2,9.2
1952-53,25.0,SYR,NBA,,13.0,,18.4,1.2,4.2,0.291,2.5,3.5,0.711,2.1,1.2,1.5,4.9
1952-53,25.0,MLH,NBA,SF,49.0,,39.0,3.3,9.8,0.342,3.7,5.0,0.725,5.1,2.9,2.4,10.3
1953-54,26.0,MLH,NBA,SF,72.0,,32.9,2.6,7.6,0.349,3.0,4.1,0.733,3.8,2.6,2.1,8.3
1954-55,27.0,MLH,NBA,SG,69.0,,30.6,2.1,7.0,0.3,2.4,3.4,0.703,4.2,3.4,2.6,6.6
Career,,,TOT,,442.0,,31.9,2.6,7.8,0.341,2.5,3.5,0.702,4.0,2.3,1.9,7.8
,,,NBA,,386.0,,31.9,2.7,7.8,0.339,2.7,3.7,0.713,4.0,2.4,1.9,8.0
,,,BAA,,56.0,,,2.6,7.3,0.358,1.3,2.3,0.573,,2.2,1.7,6.6
,,,,,,,,,,,,,,,,,
3 seasons,,MLH,NBA,,190.0,,33.6,2.6,7.9,0.331,2.9,4.1,0.721,4.3,3.0,2.4,8.2
3 seasons,,ROC,BAA,,184.0,,,2.9,8.0,0.361,2.1,3.1,0.68,3.0,1.8,1.5,7.8
1 season,,BLB,NBA,,55.0,,29.0,2.3,7.4,0.315,2.3,3.3,0.683,4.6,2.1,1.5,7.0
1 season,,SYR,NBA,,13.0,,18.4,1.2,4.2,0.291,2.5,3.5,0.711,2.1,1.2,1.5,4.9
