Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,29.0,TOT,NBA,,7.0,,,1.0,3.7,0.269,0.7,1.1,0.625,,0.3,0.7,2.7
1949-50,29.0,BLB,NBA,,3.0,,,0.3,2.7,0.125,1.0,1.0,1.0,,0.3,1.3,1.7
1949-50,29.0,WAT,NBA,,4.0,,,1.5,4.5,0.333,0.5,1.3,0.4,,0.3,0.3,3.5
Career,,,NBA,,7.0,,,1.0,3.7,0.269,0.7,1.1,0.625,,0.3,0.7,2.7
,,,,,,,,,,,,,,,,,
1 season,,WAT,NBA,,4.0,,,1.5,4.5,0.333,0.5,1.3,0.4,,0.3,0.3,3.5
1 season,,BLB,NBA,,3.0,,,0.3,2.7,0.125,1.0,1.0,1.0,,0.3,1.3,1.7
