Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23.0,TOT,ABA,SF,50.0,,13.3,2.2,5.6,0.397,0.0,0.2,0.25,2.2,5.5,0.401,0.401,0.7,1.2,0.61,1.2,1.1,2.4,1.5,,,1.2,2.0,5.2
1972-73,23.0,MMT,ABA,SF,7.0,,14.1,1.6,4.9,0.324,0.1,0.7,0.2,1.4,4.1,0.345,0.338,0.3,0.6,0.5,0.7,0.9,1.6,1.0,,,0.6,2.4,3.6
1972-73,23.0,KEN,ABA,SF,43.0,,13.2,2.3,5.8,0.407,0.0,0.1,0.333,2.3,5.7,0.408,0.409,0.8,1.3,0.618,1.3,1.2,2.5,1.6,,,1.3,1.9,5.5
1973-74,24.0,PHO,NBA,SF,28.0,,13.1,2.0,4.6,0.438,,,,2.0,4.6,0.438,0.438,1.4,2.0,0.696,1.2,1.7,2.9,1.3,0.7,0.4,,2.6,5.5
Career,,,TOT,,78.0,,13.2,2.2,5.3,0.41,0.0,0.2,0.25,2.1,5.2,0.413,0.413,1.0,1.5,0.652,1.2,1.3,2.5,1.4,0.7,0.4,1.2,2.2,5.3
,,,ABA,,50.0,,13.3,2.2,5.6,0.397,0.0,0.2,0.25,2.2,5.5,0.401,0.401,0.7,1.2,0.61,1.2,1.1,2.4,1.5,,,1.2,2.0,5.2
,,,NBA,,28.0,,13.1,2.0,4.6,0.438,,,,2.0,4.6,0.438,0.438,1.4,2.0,0.696,1.2,1.7,2.9,1.3,0.7,0.4,,2.6,5.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,KEN,ABA,,43.0,,13.2,2.3,5.8,0.407,0.0,0.1,0.333,2.3,5.7,0.408,0.409,0.8,1.3,0.618,1.3,1.2,2.5,1.6,,,1.3,1.9,5.5
1 season,,PHO,NBA,,28.0,,13.1,2.0,4.6,0.438,,,,2.0,4.6,0.438,0.438,1.4,2.0,0.696,1.2,1.7,2.9,1.3,0.7,0.4,,2.6,5.5
1 season,,MMT,ABA,,7.0,,14.1,1.6,4.9,0.324,0.1,0.7,0.2,1.4,4.1,0.345,0.338,0.3,0.6,0.5,0.7,0.9,1.6,1.0,,,0.6,2.4,3.6
