Player,Pos,Ht,PTS,AST,TRB,STL,BLK,eFG%,FT%,TOV,PF,ChrissyMetric
David Robinson,C,7-1,12.580171909551506,0.9662820079431298,8.676518521914124,1.7543812165815507,6.54422844669722,0.8625924528334402,0.27967424259441975,-0.8483466147076745,-1.0988531722316535,29.716649011176063
Hakeem Olajuwon,C,7-0,14.25985273817156,2.006468358166399,7.217690267314971,2.396758583995073,5.591581591472629,0.7765560110845059,-0.10540132315419132,-2.222927015651272,-1.3813028867530512,28.539276324646625
Michael Jordan,G-F,6-6,17.354001632997974,3.2200191000935465,2.3923352713331516,4.323890686235639,-0.12429953987492215,1.2067382198291774,1.0394179263687053,-0.9733084693389107,0.030945685853938622,28.469740513498305
Karl Malone,F,6-9,13.199001688516788,3.046654708389669,5.983297128807994,2.7179472677018333,0.3520238877373737,1.1637199989547102,-0.11580877087712675,-0.9733084693389107,-0.8164034577102554,24.557123982182077
Charles Barkley,F,6-6,10.988895335069346,2.1798327498702776,8.003213173637592,2.396758583995073,0.5901856015435218,1.0346653363313087,0.4461934061613867,-1.8480414517575638,-0.6751786004495562,23.116524134401384
Anfernee Hardaway,G-F,6-7,9.662831523000882,8.074222067802136,-0.18866856372689056,3.681513318822117,-0.12429953987492215,2.2391755208163895,0.34211892893203233,-1.473155887863855,0.5958451148967344,22.809582482804622
John Stockton,G,6-1,3.474533733348048,15.182162127661147,-1.8719319344182224,2.7179472677018333,-0.838784681293366,4.261031901916342,0.9977881354769635,-1.7230795971263277,-0.11027917140676048,22.08938778185966
Gary Payton,G,6-4,7.54112942369134,8.767679634617652,-0.30088612177297896,6.572211472182964,-0.838784681293366,1.120701778080243,0.1443774221962591,-1.9730033063888002,-0.3927288859281587,20.640696735385156
Alonzo Mourning,C-F,6-10,10.988895335069346,-0.24726873398401827,6.656602477084526,0.46962648175450733,5.115258163860334,1.2927746615781117,-0.5112917843486721,-2.5978125795449807,-1.5225277440137504,19.644256277455405
Grant Hill,F-G,6-8,8.336767710932417,7.727493284394381,5.983297128807994,1.43319253287479,0.11386217393122576,-1.4173732535133172,0.17559976536506539,-2.097965161020036,-0.8164034577102554,19.438470724062263
Jason Kidd,G,6-4,5.154214561968105,12.58169625210297,2.6167703874253294,4.323890686235639,-0.6006229674872181,-2.750938100621799,-0.4384396502881252,-2.972698143438689,0.7370699721574335,18.650942998053647
Terrell Brandon,G,5-11,7.54112942369134,7.034035717578869,-1.3108441441877785,3.0391359514085945,-0.3624612536810701,0.43241024408876855,1.5910126556842832,-0.34849919618272995,0.7370699721574335,18.35298937055771
Scottie Pippen,F-G,6-8,7.629533677829236,5.993849367355599,2.1679001552409747,2.7179472677018333,0.3520238877373737,1.2067382198291774,-0.5737364706862846,-1.3481940332326194,-0.2515040286674596,17.894558043107832
Patrick Ewing,C-F,7-0,10.370065556104064,-0.5939975173917743,6.881037593176703,0.1484377980477465,4.400773022441889,-1.2883185908899157,0.27967424259441975,-1.5981177424950914,-1.2400780294923521,17.359476332095696
Damon Stoudamire,G,5-10,7.275916661277647,11.88823868528746,-0.5253212378651568,1.7543812165815507,-0.6006229674872181,-0.5139906151495091,0.6543423606200953,-2.7227744341762166,0.030945685853938622,17.24111535494259
Shawn Kemp,F-C,6-10,7.806342186105034,-0.4206331256878959,7.778778057545415,1.1120038491680289,2.495479311992706,2.884448833933392,0.0819327358586465,-2.972698143438689,-1.946202315795847,16.81945138968079
Rod Strickland,G,6-3,7.010703898863953,12.408331860399095,-0.07645100568080117,1.7543812165815507,-0.838784681293366,-0.772099940396312,-0.8547375592055414,-2.7227744341762166,0.5958451148967344,16.50441446998909
Larry Johnson,F,6-7,8.601980473346112,3.393383491797426,4.412251316162751,-0.49393956936577543,-0.12429953987492215,0.2603373605908999,0.238044451702678,-0.7233847600764387,0.4546202576360353,16.018993481918763
Mookie Blaylock,G,6-0,4.3585762747270245,5.993849367355599,-0.41310367981906837,5.608645421062683,-0.838784681293366,0.4754284649632357,0.13396997447332365,-0.8483466147076745,0.7370699721574335,15.207304498919191
Cedric Ceballos,F,6-6,9.220810252311395,-1.634183867615044,2.728987945471419,1.1120038491680289,-0.6006229674872181,2.368230183439791,0.7271944946806433,-0.5984229054452025,0.8782948294181323,14.202291813941946
Vin Baker,F,6-11,9.132405998173498,0.27282444112761695,6.095514686854083,-0.1727508856590143,1.304670742961966,-0.16984484815377177,-0.6674035001927036,-1.2232321786013831,-1.2400780294923521,13.332106427017937
Juwan Howard,F,6-9,10.016448539552474,3.393383491797426,4.075598642024484,-0.1727508856590143,-0.12429953987492215,-0.29889951077717325,0.15478486991919452,-2.5978125795449807,-1.2400780294923521,13.206374997945138
Avery Johnson,G,5-10,2.060065667141686,12.408331860399095,-2.208584608556489,2.0755699002883117,-0.6006229674872181,0.0022280353440968983,-0.1366236663229976,-0.9733084693389107,0.3133954003753362,12.94045115184291
Glen Rice,F,6-8,9.574427268862987,0.7929176162392513,0.3724192265035534,1.1120038491680289,-0.838784681293366,1.7229568703227836,1.0706402695375115,-0.5984229054452025,-0.3927288859281587,12.815428627967387
Dikembe Mutombo,C,7-2,0.20357633024583627,-1.634183867615044,8.227648289729771,-1.1363169367792971,9.402169012370997,0.08826447709303123,-0.4072173071193189,-0.4734610508139662,-1.5225277440137504,12.747951203098257
Mitch Richmond,G,6-5,10.900491080931452,1.139646399647008,-1.3108441441877785,2.0755699002883117,-0.838784681293366,1.378811103327046,1.3724562535026392,-1.3481940332326194,-0.6751786004495562,12.693973278533138
Clarence Weatherspoon,F,6-6,5.242618816106001,-0.7673619090956527,5.8710795707619035,1.7543812165815507,2.0191558843804094,-0.5570088360239762,0.12356252675038823,-0.8483466147076745,-0.3927288859281587,12.44535176882479
Kenny Anderson,G,6-0,3.9165550040375363,10.154594768248677,-1.7597143763721335,2.396758583995073,-0.838784681293366,-0.9871910447686478,0.3629338243779032,-0.5984229054452025,-0.2515040286674596,12.395225144112377
Tim Hardaway,G,6-0,3.9165550040375363,9.634501593137042,-1.7597143763721335,2.7179472677018333,-0.838784681293366,-0.21286306902823893,0.5814902265595473,-1.5981177424950914,-0.11027917140676048,12.330735050840367
Anthony Mason,F,6-7,3.386129479210151,3.393383491797426,5.4222093385775505,-0.1727508856590143,-0.3624612536810701,2.841430613058925,-0.14703111404593305,-1.2232321786013831,-0.8164034577102554,12.321274032946395
Tom Gugliotta,F,6-10,4.800597545416513,1.139646399647008,4.861121548347106,3.0391359514085945,1.5428324567681133,-0.5570088360239762,0.40456361526964496,-1.7230795971263277,-1.3813028867530512,12.126506196953624
Latrell Sprewell,G,6-5,7.187512407139748,3.046654708389669,0.48463678454964276,2.396758583995073,0.11386217393122576,-1.331336811764383,0.5710827788366118,-1.473155887863855,0.7370699721574335,11.733084709371166
Horace Grant,F-C,6-10,2.3252784295553797,0.4461888328314953,5.30999178053146,0.46962648175450733,1.5428324567681133,0.6905195693355716,-0.0013268459248369792,0.7761574954983952,0.17217054311463773,11.731438743464723
Reggie Miller,G-F,6-7,9.132405998173498,1.486375183054764,-1.8719319344182224,0.46962648175450733,-0.838784681293366,2.368230183439791,1.3412339103338329,-1.098270323970147,0.17217054311463773,11.161055360189296
Nick Anderson,F-G,6-6,3.474533733348048,2.006468358166399,1.0457245747800867,2.396758583995073,0.11386217393122576,1.6369204285738492,-0.4384396502881252,-0.223537341551494,0.8782948294181323,10.890585690373197
Dennis Scott,F,6-8,5.949852849209182,0.9662820079431298,-0.7497563539573345,0.7908151654612685,-0.3624612536810701,2.669357729561061,0.8937136582476092,0.15134822234221448,0.4546202576360353,10.763772282762096
Glenn Robinson,F,6-7,8.336767710932417,2.006468358166399,1.8312474811027077,1.1120038491680289,-0.12429953987492215,-0.4709723942750419,0.8104540764641268,-2.222927015651272,-0.6751786004495562,10.603563925582886
Jeff Hornacek,G,6-3,3.9165550040375363,2.87329031668579,-2.208584608556489,1.43319253287479,-0.838784681293366,2.7553941713099954,1.6534573420218959,0.15134822234221448,0.4546202576360353,10.190488557058403
Armen Gilliam,F-C,6-9,6.657086882312364,-1.114090692503409,5.197774222485371,0.1484377980477465,0.3520238877373737,-0.9871910447686478,0.5918976742824827,-0.8483466147076745,0.17217054311463773,10.169762656000245
Sean Elliott,F,6-8,8.159959202656623,0.4461888328314953,0.7090719006418197,0.1484377980477465,-0.3624612536810701,1.7229568703227836,0.38374871982377406,-1.2232321786013831,0.17217054311463773,10.156840435156425
George McCloud,G-F,6-6,7.187512407139748,0.4461888328314953,0.3724192265035534,1.7543812165815507,-0.12429953987492215,0.7335377902100387,0.7271944946806433,-0.5984229054452025,-0.3927288859281587,10.105782636698745
Loy Vaught,F,6-9,4.800597545416513,-1.8075482593189225,6.319949802946259,0.7908151654612685,-0.12429953987492215,1.378811103327046,-0.07417897998538502,-0.4734610508139662,-0.8164034577102554,9.994282329447634
Arvydas Sabonis,C,7-3,3.297725225072253,-1.114090692503409,4.075598642024484,0.1484377980477465,1.304670742961966,3.2285946009291293,0.238044451702678,-0.5984229054452025,-0.6751786004495562,9.90537926234009
Gheorghe Muresan,C,7-7,3.297725225072253,-3.02109900124607,5.758862012715816,-0.49393956936577543,4.162611308635741,3.7448132514227352,-1.1981833340624106,-0.34849919618272995,-2.087427173056546,9.814863523933013
Hersey Hawkins,G,6-3,4.270172020589127,0.4461888328314953,-0.9741914700495118,3.0391359514085945,-0.838784681293366,2.325211962565324,1.4557158352861226,-0.4734610508139662,0.4546202576360353,9.704607658159855
Elden Campbell,C,6-11,2.767299700244868,-0.4206331256878959,3.5145108517940393,0.7908151654612685,4.877096450054186,0.2603373605908999,-0.21988324810648108,-0.09857548692025773,-1.8049774585351483,9.665990208895478
Detlef Schrempf,F-C,6-10,5.596235832657594,3.393383491797426,0.8212894586879091,0.1484377980477465,-1.0769463950995142,1.6799386494483164,0.43578595843845125,-0.8483466147076745,-0.5339537431888571,9.615824436081398
Robert Horry,F,6-10,1.0876188716248125,2.6999259249819123,1.4945948069644412,2.396758583995073,2.2573175981865576,0.43241024408876855,0.43578595843845125,-0.8483466147076745,-0.5339537431888571,9.422111630383485
Greg Anthony,G,6-0,2.855703954382765,7.727493284394381,-2.208584608556489,2.7179472677018333,-0.838784681293366,-1.0732274865175822,0.38374871982377406,-0.8483466147076745,0.5958451148967344,9.311794950124376
Mark Jackson,G,6-1,-0.68046621113314,9.287772809729285,-0.7497563539573345,1.1120038491680289,-1.0769463950995142,1.1637199989547102,0.5294529879448702,-1.098270323970147,0.7370699721574335,9.224580333794192
Nick Van Exel,G,6-1,3.6513422416238446,7.727493284394381,-2.3208021666025775,0.1484377980477465,-1.0769463950995142,-0.16984484815377177,0.6751572560659662,-0.5984229054452025,1.16074454393953,9.197158808770403
Clifford Robinson,F-C,6-10,9.132405998173498,-0.07390434228013988,1.382377248918353,0.7908151654612685,0.8283473153496699,-0.21286306902823893,-0.7298481865303161,-1.098270323970147,-1.0988531722316535,8.920206633862293
Oliver Miller,C,6-9,1.8832571588658917,0.7929176162392513,3.290075735701863,1.7543812165815507,3.209964453411149,1.2497564407036446,-0.7610705296991225,-1.3481940332326194,-1.6637526012744495,8.407335457297158
Vlade Divac,C,7-1,1.8832571588658917,1.486375183054764,4.636686432254928,0.46962648175450733,2.7336410257988533,0.7765560110845059,-0.9692194841578312,-1.098270323970147,-1.5225277440137504,8.39612474067172
Eddie Jones,G-F,6-6,1.7948529047279944,1.833103966462521,-1.3108441441877785,3.0391359514085945,0.11386217393122576,2.411248404314258,0.05071039268984019,0.2763100769734507,0.17217054311463773,8.380550269434744
Christian Laettner,F-C,6-11,4.977406053692307,0.4461888328314953,3.1778581776557733,0.46962648175450733,1.0665090291558177,-0.21286306902823893,0.8728987628017383,-1.098270323970147,-1.8049774585351483,7.894376486358105
Jim Jackson,G,6-6,7.806342186105034,0.7929176162392513,0.5968543425957312,-0.8151282530725363,-0.6006229674872181,-0.6860634986473777,0.9457508968622863,-0.8483466147076745,0.5958451148967344,7.787548822784231
Joe Smith,F,6-10,4.004959258175435,-2.5010058261344352,4.748903990301017,0.46962648175450733,2.495479311992706,-1.4603914743877844,0.40456361526964496,-0.09857548692025773,-0.3927288859281587,7.6708309841226745
Grant Long,F,6-8,2.060065667141686,-0.4206331256878959,5.758862012715816,1.43319253287479,-0.3624612536810701,-0.29889951077717325,0.3004891380402906,-0.34849919618272995,-0.5339537431888571,7.588162521254854
Rick Fox,F-G,6-7,2.855703954382765,3.740112275205181,1.2701596908722637,1.7543812165815507,-0.12429953987492215,0.43241024408876855,0.3941561675467095,-1.3481940332326194,-1.6637526012744495,7.310677374295247
Bison Dele,F-C,6-9,4.446980528864923,-0.9407263007995311,3.5145108517940393,0.7908151654612685,0.5901856015435218,2.0240844164440537,-0.0013268459248369792,-1.5981177424950914,-1.5225277440137504,7.303877930874599
Jerry Stackhouse,G-F,6-6,7.4527251695534416,2.526561533278034,-0.861973912003423,0.7908151654612685,1.304670742961966,-1.7185007996345874,0.13396997447332365,-2.3478888702825085,-0.11027917140676048,7.170099832400754
Vinny Del Negro,G,6-4,3.297725225072253,2.3531971415741553,-1.3108441441877785,0.46962648175450733,-1.0769463950995142,1.2927746615781117,1.0186030309228344,0.526233786235923,0.5958451148967344,7.166214902747227
Bobby Phills,G,6-5,3.386129479210151,2.3531971415741553,-0.9741914700495118,1.7543812165815507,-0.3624612536810701,1.1637199989547102,0.4253785107155158,-0.223537341551494,-0.3927288859281587,7.129887395825849
Brent Price,G,6-1,-0.68046621113314,4.606934233724572,-1.8719319344182224,0.46962648175450733,-1.315108108905662,4.519141227163145,1.4557158352861226,-0.34849919618272995,0.17217054311463773,7.007582870403231
Allan Houston,G,6-6,7.894746440242929,0.9662820079431298,-0.861973912003423,-0.49393956936577543,-0.838784681293366,1.4218293242015134,0.9249360014164155,-1.473155887863855,-0.5339537431888571,7.0059859800887105
Chris Childs,G,6-3,1.7948529047279944,7.9008576760982585,-1.5352792602799559,1.7543812165815507,-1.0769463950995142,-0.8151181612707792,1.226751985381543,-1.5981177424950914,-1.0988531722316535,6.552529051412355
Michael Finley,G-F,6-7,3.7397464957617417,1.833103966462521,0.14798411041137563,0.46962648175450733,-0.3624612536810701,0.4754284649632357,0.15478486991919452,0.026386367710978235,0.030945685853938622,6.515545189156424
Isaiah Rider,G,6-5,7.806342186105034,0.619553224535373,-0.41310367981906837,-0.8151282530725363,-0.6006229674872181,0.43241024408876855,1.081047717260447,-1.3481940332326194,-0.3927288859281587,6.369575552450022
Chris Mills,F,6-6,3.8281507498996388,-0.07390434228013988,1.1579421328261752,0.1484377980477465,0.3520238877373737,0.4754284649632357,0.9873806877540281,0.15134822234221448,-0.8164034577102554,6.210404143580017
Steve Smith,G,6-7,6.480278374036569,0.619553224535373,-0.41310367981906837,0.1484377980477465,-0.838784681293366,-0.16984484815377177,0.9561583445852218,-0.34849919618272995,-0.2515040286674596,6.182691307088516
