Player,Pos,Ht,PTS,AST,TRB,STL,BLK,eFG%,FT%,TOV,PF,ChrissyMetric
Magic Johnson,G-F,6-9,4.9838157973671695,14.552406110060211,4.717890539498464,3.8968612841763814,0.1746026085669379,2.952579234862974,0.7846310353249658,-2.264921357769608,0.013315843648238292,29.811181095735737
Larry Bird,F,6-9,10.497412376927892,5.9224993649548825,7.35675522008702,3.0100868668343392,0.905023521071961,1.4138800038680006,1.2251441256712512,-1.3350579174912656,0.013315843648238292,29.00905940557232
Alex English,F,6-8,14.389362903676638,4.086348993655876,3.288505504179663,1.5321295045976036,2.365865346082007,1.6275882303950804,1.1040030258260225,-1.5675237775608513,-0.4818362683084585,26.344443462543577
Moses Malone,C-F,6-10,11.22715310069328,-2.3401773058906463,12.084721106141519,0.6453550872555627,3.583233533590379,0.9437219055084256,0.3551307722373363,-1.7999896376304367,-0.11047218434093604,24.588676377564486
Kareem Abdul-Jabbar,C,7-2,9.037930929397113,-0.13679686033183885,3.5084108942287098,-0.24141933008647887,4.070180808593728,4.6622450470796055,0.22297684513345029,-0.7538932673173016,-0.3580482403192842,20.0115868263777
Artis Gilmore,C,7-2,5.9568034290543554,-1.9729472316308452,8.456282170332251,-1.1281937474285204,4.313654446095401,6.2864275686854105,0.1238613998055358,-1.4512908475260584,-0.9769883802651552,19.607608807122375
Gus Williams,G,6-2,7.578449481866333,9.962030181812697,-1.8792711619729254,4.1924527566237275,-0.5558183039380851,-0.03933593651614061,0.24500249965076462,-1.2188249874564727,1.2511961235399804,19.535880653609876
Isiah Thomas,G,6-1,9.9298362584437,9.594800107552896,-0.33993343162960143,4.783635701518422,-0.3123446664364107,0.17437229001093899,-0.2065234179541792,-2.4973872178391936,-1.7197165482002008,19.406739075466373
Julius Erving,F-G,6-7,8.713601718834717,2.066583585226969,2.7387420290570472,2.1233124494922984,3.0962862585870305,1.6703298757004963,0.333105117720022,-0.9863591273868874,-0.3580482403192842,19.39755366691241
Terry Cummings,F,6-9,10.578494679568491,-0.13679686033183885,6.916944439988927,2.7144953943869927,0.905023521071961,1.8840381022275758,-0.21753624521283638,-1.2188249874564727,-2.0910806321677238,19.334757412075074
Rickey Green,G,6-0,2.9567582313521976,11.614565515981802,-1.5494130768993561,5.670410118860463,-1.042765578941434,0.6445303883705141,0.7515925535489943,-1.1025920574216796,0.6322559835941094,18.575342078445612
Joe Barry Carroll,C-F,7-0,10.902823890130888,-0.8712570088514413,4.827843234522987,1.5321295045976036,3.583233533590379,1.4566216491734165,-0.10740797262626471,-2.0324554977000227,-0.9769883802651552,18.314542952572385
