Player,Pos,Ht,PTS,AST,TRB,STL,BLK,eFG%,FT%,TOV,PF,ChrissyMetric
LeBron James,F-G,6-9,14.809711069990284,13.114400283864464,5.083818359640457,2.2670571003286177,1.481667101506992,2.715216848723477,-0.291964189033128,-3.6779090843968163,0.5627757754869954,36.06477326611134
Anthony Davis,F-C,6-10,15.351725714353313,-0.17926825747446107,8.167653702953576,2.646399326772494,7.7725360092874185,1.0607552703467855,0.6847388048411885,-1.0541645521752048,-0.1797654041646858,34.270610614740434
James Harden,G,6-5,17.42944851774491,12.52791490704069,1.1365091201996658,3.7844260061041224,0.7415648770622358,0.5818321818693207,0.9868118957301527,-3.9402835376189778,-0.5510359939905258,32.6971879741416
Russell Westbrook,G,6-3,12.912659814719689,15.460341791159571,6.934119565628329,3.7844260061041224,-0.738639571827276,-2.2046294238177473,-0.23154957085533512,-4.465032444063299,-0.9223065838163667,30.529389583231684
Kevin Durant,F-G,6-10,13.816017555324734,5.881080636371227,2.8634569124550118,-0.3883384847785136,4.812127111508394,2.5410629983680355,1.298954089648749,-2.1036623650638493,0.005869890748234598,28.726568344582017
Giannis Antetokounmpo,F-G,7-0,14.267696425627257,4.708109882723674,6.8107661518958045,2.646399326772494,3.3319226626188816,0.7559860322247625,3.9798826204101696e-05,-2.1036623650638493,-2.0361183532938885,28.38113956233135
Damian Lillard,G,6-2,14.267696425627257,8.22702214366633,0.02632839660694244,1.1290304209969908,-0.36858845960489794,-0.3760139950856089,1.5708198714488169,-1.8412879118416878,0.7484110703999155,23.383417962214057
Nikola Jokic,C-F,6-11,6.679491404544887,7.249546515626703,7.674240048023477,1.508372647440866,1.1116159892846142,1.1478321955245063,0.9062590714930956,-1.8412879118416878,-1.4792124685551271,22.956857491541335
Karl-Anthony Towns,C-F,6-11,9.208893078239011,0.016226868133464502,9.647894667743873,-0.008996258334637323,3.3319226626188816,2.97644762425664,0.9868118957301527,-0.6606028723419627,-2.778659532945569,22.71993813309986
Jimmy Butler,F-G,6-7,10.02191504478355,4.9036050083316,1.0131557064671404,4.543110458991874,-0.36858845960489794,-0.6807832332076319,0.9465354836116241,-0.5294156457308823,1.3053169551386763,21.154851318781052
Victor Oladipo,G,6-4,10.834937011328092,3.730634254684047,0.8898022927346159,6.060479364767378,1.1116159892846142,0.40767833151387894,0.3927348169818576,-1.9724751384527686,-0.5510359939905258,20.90437092885119
Andre Drummond,C,6-10,3.5177393124272327,1.189197621781017,14.211970975847288,2.646399326772494,4.072024887063638,0.059370630802995455,-1.5606711707667764,-1.578913458619527,-2.2217536482068088,20.33536447710155
Ben Simmons,G-F,6-10,4.2404255049112685,11.354944153393134,4.4670512909778335,3.405083779660246,1.481667101506992,0.7559860322247625,-2.0137808071002214,-2.6284112715081713,-1.1079418787292872,19.955023905336553
Kyrie Irving,G,6-2,12.009302074114645,5.2945952595474495,-0.8371454995207311,1.1290304209969908,-0.738639571827276,1.7573706717685476,1.298954089648749,-1.1853517787862848,0.005869890748234598,18.733985556690325
Joel Embiid,C,7-0,10.65426546320708,1.5801878729968681,8.044300289221052,-0.7676807112223896,4.812127111508394,-0.5937063080299111,0.09066172609289336,-3.0219729513414135,-2.407388943119728,18.390793549312843
LaMarcus Aldridge,F-C,6-11,10.834937011328092,-0.7657536342982368,4.960464945907933,-0.7676807112223896,2.5918204381741257,-0.33247553249674844,0.7753607321078778,-0.13585396589764054,-0.1797654041646858,16.981053879438324
Jrue Holiday,G,6-3,7.13117027484741,7.0540513900187785,0.02632839660694244,2.646399326772494,1.1116159892846142,0.6689091070470415,0.26183647759663975,-1.578913458619527,-0.9223065838163667,16.399090919738022
Kemba Walker,G,6-0,9.931579270723047,6.272070887587076,-1.7006193956484044,1.1290304209969908,-0.738639571827276,-0.5066293828521902,1.0472265139079455,-1.0541645521752048,1.4909522500515968,15.87080644076358
Draymond Green,F,6-6,-0.09569164999294404,9.59548802292181,3.8502842223152096,2.2670571003286177,2.961871550396504,-0.5066293828521902,0.1510763442706862,-1.9724751384527686,-1.1079418787292872,15.143039190205636
Clint Capela,C,6-10,2.5240457977616844,-2.9162000159854164,7.797593461756003,-0.008996258334637323,5.182178223730771,5.414601529232824,-2.0137808071002214,-0.0046667392865598605,-0.9223065838163667,15.052468607958081
Kyle Lowry,G,6-0,4.601768601153285,8.813507520490107,1.3832159476647143,1.1290304209969908,-1.108690684049654,1.104293732935646,0.9465354836116241,-1.1853517787862848,-0.9223065838163667,14.762002660200062
Paul George,F,6-8,9.750907722602037,1.7756829986047928,1.5065693613972397,4.543110458991874,0.0014626526174799518,-0.28893706990788803,0.6243241866633956,-1.7101006852306078,-1.6648477634680476,14.53817186227028
DeAndre Jordan,C,6-11,0.8076660906121002,-1.7432292623378638,13.22514366598709,-1.1470229376662655,1.481667101506992,5.109832291110801,-1.81239874650758,-0.5294156457308823,-1.1079418787292872,14.284300678245105
Bradley Beal,G,6-4,10.383258141025568,4.121624505899898,-0.09702501712558188,1.508372647440866,-0.36858845960489794,-0.027706294374725413,0.31218199274480046,-1.578913458619527,0.005869890748234598,14.259073948134638
DeMar DeRozan,G-F,6-6,10.744601237267586,5.4900903851553755,-0.7137920857882063,1.1290304209969908,-0.738639571827276,-1.7257063353402824,0.6545314957522921,-1.0541645521752048,0.19150518566115501,13.977456179702427
Lou Williams,G,6-1,10.383258141025568,5.685585510763301,-2.4407398780435527,1.1290304209969908,-1.108690684049654,-0.985552471329655,1.2083321623820598,-2.1036623650638493,1.3053169551386763,13.072877791819884
Eric Bledsoe,G,6-1,5.956805212060851,5.099100133939524,-0.8371454995207311,4.543110458991874,0.3715137648398579,0.3641398689250185,0.352458404863329,-1.9724751384527686,-0.9223065838163667,12.955200621830588
Al Horford,C-F,6-9,1.6206880571566402,4.512614757115749,3.603577394850161,-0.7676807112223896,2.221769325951748,1.104293732935646,0.23162916850774332,-0.5294156457308823,0.19150518566115501,12.18898126522557
Marc Gasol,C,6-11,5.505126341758329,3.535139129076122,4.4670512909778335,-0.3883384847785136,3.3319226626188816,-2.378783274173189,0.7451534230189814,-1.7101006852306078,-0.9223065838163667,12.18486381945147
Kevin Love,F,6-8,5.866469438000349,-1.3522390111220133,5.947292255768132,-0.3883384847785136,-0.36858845960489794,1.0607552703467855,1.2083321623820598,-0.13585396589764054,0.005869890748234598,11.843699095842497
Dwight Howard,C,6-10,4.963111697395305,-2.1342195135537145,9.894601495208923,-0.7676807112223896,4.072024887063638,1.2349091207022271,-1.8728133646853729,-1.578913458619527,-2.0361183532938885,11.7749017989952
Khris Middleton,F-G,6-7,8.12486378951296,3.1441488778602706,0.8898022927346159,2.646399326772494,-0.738639571827276,-0.1583216821413067,1.2486085745005884,-1.1853517787862848,-2.407388943119728,11.564120885506334
Otto Porter Jr.,F,6-8,3.246731990245719,-0.7657536342982368,2.3700432575249133,2.646399326772494,0.0014626526174799518,2.323370685423733,0.6847388048411885,0.5200821671577623,0.005869890748234598,11.032945141033288
Klay Thompson,G-F,6-6,8.034528015452453,0.21172199374139009,-0.8371454995207311,-0.008996258334637323,0.0014626526174799518,2.497524535779175,0.7753607321078778,-0.5294156457308823,0.7484110703999155,10.893451596512042
CJ McCollum,G,6-3,9.299228852299514,1.9711781242127184,-0.5904386720556813,0.7496881945531144,-0.36858845960489794,-0.9420140087407946,0.7652916290782457,-0.6606028723419627,-0.1797654041646858,10.04397738323557
Enes Freedom,C,6-10,2.7047173458826923,-1.7432292623378638,8.044300289221052,-1.1470229376662655,0.0014626526174799518,2.802293773901198,0.8861208654338313,-0.39822841911980167,-1.1079418787292872,10.042472429203038
Steven Adams,C,6-11,2.5240457977616844,-2.32971463916164,5.577232014570557,1.508372647440866,1.85171821372937,4.413216889689034,-2.023849910129854,-0.39822841911980167,-1.4792124685551271,9.643580126225087
Gary Harris,G,6-4,5.776133663939843,0.9937024961730914,-2.317386464311028,3.7844260061041224,-1.108690684049654,1.8444475969462684,0.6746697018115564,-0.5294156457308823,0.377140480574075,9.495027151457395
