Player,Pos,Ht,PTS,AST,TRB,STL,BLK,eFG%,FT%,TOV,PF,ChrissyMetric
Kevin Durant,F-G,6-10,18.801057548133556,5.730208691165529,3.445748401015303,1.6919160222786773,0.6445525493738267,2.208371630866019,1.2568920366983247,-2.6824186615404693,0.05267154759717455,31.148999765587945
LeBron James,F-G,6-9,14.397817406365442,7.210293222931612,2.8470845186798606,2.7674304786518067,-0.6195698924213531,4.218582549082548,-0.01017924160726228,-2.6824186615404693,0.9068960054231637,29.03593638556535
Kevin Love,F,6-8,13.499196969269908,3.6950924599871646,9.552120000836817,-0.10060807167653757,0.012491328476236883,0.7610197697501152,0.7212196263577508,-1.3451734962799005,0.5652062222927682,27.360564809014324
Chris Paul,G,6-0,7.208853909601171,15.35075814764507,-0.2659676694644417,5.993973847771193,-1.251631113318943,0.2383649310138166,1.0714669715804337,-1.0777244632277863,-0.6307080186636167,26.637386542936902
Stephen Curry,G,6-2,11.612094051369287,11.280525685288342,-0.2659676694644417,2.7674304786518067,-0.935600502870148,2.4495969410519987,1.3805087467769186,-3.08359221111864,-0.6307080186636167,24.57428750102151
Anthony Davis,F-C,6-10,8.736508652663579,-1.4852034011941284,6.5588005891596035,1.6919160222786773,7.281195368798521,0.6002028962927926,0.4121778511612671,-0.1416528475453884,-1.484932476489606,22.169012655125318
James Harden,G,6-5,12.870162663303033,6.840272089990091,0.21296343640391277,2.7674304786518067,-0.30353928197255803,0.9620408615717686,1.1847822891524782,-2.8161431780665267,-0.45986312709841864,21.25810623193559
Carmelo Anthony,F,6-7,14.6674035374941,1.2899550958672783,4.283877836284922,1.3334112034876342,0.6445525493738267,-0.08326881590082874,0.9993572240345873,-1.4788980128059575,-1.3140875849244078,20.342303032911154
LaMarcus Aldridge,F-C,6-11,10.89319770169286,0.3649022635134761,7.875861130297578,0.2578967471145054,1.5926443807202117,-1.8522544239313758,0.7315210188643003,-0.40910188059750213,0.05267154759717455,19.507338485271227
Blake Griffin,F-C,6-9,11.70195609507884,2.770039627633362,5.960136706824161,1.3334112034876342,0.3285219389250318,1.1228577350290911,-0.37072797933649465,-1.7463470458580708,-1.9974671511851991,19.10238113059836
DeMarcus Cousins,C-F,6-10,10.44388748314509,0.919933962925757,8.594257789100109,2.4089256598607633,2.5407362120665966,-0.3646983444511434,-0.2574126617644502,-2.6824186615404693,-2.8516916090111883,18.751519830331066
John Wall,G,6-3,7.388577997020277,11.835557384700625,-0.505433222398619,3.484440116233892,0.012491328476236883,-1.2893953668307487,0.55639734625296,-2.8161431780665267,-0.9723978017940126,17.694094603594085
Al Jefferson,C-F,6-10,9.635129089759111,-0.5601505688403261,7.516662800896313,0.2578967471145054,1.9086749911690069,0.19816071264948593,-0.628262792000232,-0.27537736407144514,-0.45986312709841864,17.592870489577997
DeAndre Jordan,C,6-11,-0.6091438931299761,-2.780277366489452,10.86918054197479,0.6164015659055483,6.3331035374521365,6.872060961128372,-3.3272276287161975,-0.007928331019331391,-1.826622259620002,16.139547127485887
Dirk Nowitzki,F,7-0,9.545267046049556,0.5499128299842366,2.0089550834102408,0.2578967471145054,0.3285219389250318,1.766125228858382,1.5247282418686117,-0.007928331019331391,0.05267154759717455,16.026150332788408
Ty Lawson,G,5-11,5.8609232539578695,11.835557384700625,-1.2238298812011497,2.7674304786518067,-0.935600502870148,-1.2089869301020875,0.4842875987071136,-2.2812451119622987,0.5652062222927682,15.863742512174497
Paul George,F,6-8,9.545267046049556,2.02999736175032,2.727351742212771,3.8429449350249354,-0.6195698924213531,-0.6059236546371274,1.1641795041393792,-1.7463470458580708,-0.6307080186636167,15.707191977596795
Dwight Howard,C,6-10,6.4899575599247425,-1.1151822682526076,9.19292167143555,-0.10060807167653757,4.120889264310572,3.5351108368889266,-2.101361920436808,-2.2812451119622987,-2.1683120427503972,15.57216991748114
Joakim Noah,C,6-11,1.3678210684801981,5.545198124694769,8.115326683231755,1.3334112034876342,3.1727974329641864,-1.2089869301020875,-0.14409734419240575,-1.2114489797538435,-1.6557773680548038,15.3142438907554
Kyrie Irving,G,6-2,8.736508652663579,6.840272089990091,-1.104097104734061,2.4089256598607633,-0.6195698924213531,-1.007965838280434,1.1332753266197306,-1.6126225293320144,-0.28901823553322065,14.485708128833082
Kyle Lowry,G,6-0,6.130509385086528,9.245409454109978,0.21296343640391277,2.4089256598607633,-0.935600502870148,0.2383649310138166,0.6388084863053549,-1.3451734962799005,-2.1683120427503972,14.425895310879906
Paul Millsap,F,6-7,6.130509385086528,1.2899550958672783,4.762808942153276,3.125935297442849,1.9086749911690069,-0.2842899077224821,-0.2059056992317027,-1.3451734962799005,-1.14324269335921,14.239271915125641
Goran Dragic,G,6-3,8.287198434115812,6.470250957048572,-1.583028210602415,2.05042084106972,-0.6195698924213531,2.24857584923035,0.09283468345823269,-1.7463470458580708,-0.9723978017940126,14.227937814246834
Pau Gasol,C-F,7-0,5.681199166538761,1.8449867952795596,6.199602259758337,-1.1761225280496668,3.1727974329641864,-0.9275574015517727,-0.15439873669895524,-1.2114489797538435,0.05267154759717455,13.48172955608378
Tim Duncan,F-C,6-11,3.614372161219033,1.1049445293965179,6.199602259758337,-0.8176177092586238,4.436919874759366,-0.6059236546371274,-0.2059056992317027,-0.8102754301756729,0.5652062222927682,13.481322554122896
Andre Drummond,C,6-10,2.176579461866179,-3.7053301988432543,10.390249436106435,1.3334112034876342,3.488828043412982,4.741237387818846,-3.4302415537816926,0.12579618550672564,-2.1683120427503972,12.952217922823456
Nicolas Batum,F-G,6-8,1.727269243318412,4.990166425282487,3.565481177482391,0.2578967471145054,0.6445525493738267,1.9671463206800353,0.535794561239861,-1.3451734962799005,0.3943613307275705,12.73749485893919
Serge Ibaka,F-C,6-10,3.614372161219033,-2.5952668000186914,5.122007271554542,-1.1761225280496668,6.965164758349726,1.7259210104940512,0.3400681036154206,-0.007928331019331391,-1.3140875849244078,12.674128061220678
Isaiah Thomas,G,5-9,8.287198434115812,7.210293222931612,-1.9422265400036811,1.6919160222786773,-1.251631113318943,0.19816071264948593,1.0199600090476864,-2.0137960789101848,-0.8015529102288146,12.39832175856165
Damian Lillard,G,6-2,8.646646608954022,5.91521925763629,-1.2238298812011497,-0.10060807167653757,-0.6195698924213531,0.11775227592082459,1.2362892516852257,-1.2114489797538435,-0.45986312709841864,12.30058744204506
Mike Conley,G,6-1,5.501475079119654,6.655261523519331,-1.9422265400036811,2.4089256598607633,-0.935600502870148,-0.20388147099382073,0.6594112713184539,-0.8102754301756729,0.3943613307275705,11.72745092050245
Kemba Walker,G,6-0,5.950785297667421,6.840272089990091,-0.38570044593152986,1.3334112034876342,-0.30353928197255803,-2.5759303544893277,0.8860419064625428,-1.0777244632277863,0.5652062222927682,11.232822174279255
Monta Ellis,G,6-3,7.1189918658916165,6.100229824107051,-1.104097104734061,3.125935297442849,-0.6195698924213531,-1.0883742750090954,0.3812736736416186,-2.2812451119622987,-0.45986312709841864,11.173281149857907
Kawhi Leonard,F,6-7,1.5475451558993059,-0.7451611353110867,2.0089550834102408,3.125935297442849,0.9605831598226219,2.8516391246953052,0.5254931687333115,0.39324521855883937,0.3943613307275705,11.062596403978956
DeMar DeRozan,G-F,6-6,10.44388748314509,2.955050194104122,-0.2659676694644417,0.9749063846965916,-0.30353928197255803,-2.1336839524816904,0.7521238038773993,-0.9439999467017299,-0.6307080186636167,10.848068996539167
