Player,Pos,Ht,PTS,AST,TRB,STL,BLK,eFG%,FT%,TOV,PF,ChrissyMetric
Larry Bird,F,6-9,13.353345215583584,8.11493203483938,5.145479272657059,2.65000777609545,0.8475118920822611,3.360513087070977,1.9080343065222207,-1.8681360714984894,-0.10292034474769042,33.408767168604754
Michael Jordan,G-F,6-6,20.281823060685173,3.301964310962526,0.9168951769316869,5.720369282515734,2.2913500249735335,0.17364081564207492,1.2855155352546204,-1.9877234609262169,-0.6045321220616761,31.37930262397745
Magic Johnson,G-F,6-9,10.120055554536172,15.494815878117219,2.0797558032561643,2.3708840027845146,-0.11504686317858734,2.0139473385798916,1.1798048005110655,-2.585660408064856,0.3986914325662952,30.95724753910788
Charles Barkley,F,6-6,9.427207770026012,3.7832610833502125,10.854067801886313,2.65000777609545,2.2913500249735335,5.649674859505818,0.1579343646567038,-3.661946912914407,-1.6077556766896477,29.543801090889982
Kevin McHale,F-C,6-10,11.813683472227673,0.09331916171129112,5.885481489409,-0.9786012769467042,3.9758278466800183,5.5599038096064115,1.0388571541863258,-1.1506117349321223,-0.8553380107186691,25.382521911223222
Hakeem Olajuwon,C,7-0,9.735140118697194,0.5746159340989762,7.471200525306015,2.9291315494063843,6.863504112462563,1.2957789393846462,-0.5350582297732666,-1.6289612926430337,-1.8585615653466403,24.84679009159284
Fat Lever,G,6-3,6.270901196146398,8.756661064689627,4.828335465477657,4.603874189271995,-0.35568655199379934,-0.140557859005845,0.4045927457249983,-0.43308739836575527,-0.3537262334046835,23.58130661854059
Larry Nance,F-C,6-10,9.042292334187035,1.376777221411785,4.616906260691387,0.9752651362298401,3.7351881578648056,3.1809709872721657,0.2988820109814435,-0.6722621772212112,-0.9807409550471656,21.573278976370087
Clyde Drexler,G,6-7,8.426427636844672,6.991906232601448,2.0797558032561643,4.603874189271995,0.8475118920822611,1.1611223645355375,0.14618872746297548,-1.7485486820707614,-1.2315468437041581,21.27669132028013
Sleepy Floyd,G,6-3,6.193918108978604,12.44660298632855,-1.0916822685378653,2.65000777609545,-0.8369659296242234,1.969061813630189,1.3207524468358052,-2.1073108503539446,0.022482599580806114,20.56686668293337
Dominique Wilkins,F-G,6-8,14.04619300009374,1.216344963949223,2.0797558032561643,1.8126364561626453,0.12559282563662466,-0.36498548375435924,0.8274356846992161,-1.2701991243598503,0.6494973212232883,19.12227144690669
Alex English,F,6-8,13.73826065142256,4.104125598275335,-0.14025084699965626,0.13789381629703557,-0.5963262408090115,1.071351314636132,1.1328222517361521,-1.1506117349321223,-0.22832328907618696,18.068941520550236
Maurice Cheeks,G,6-1,3.730459319609149,8.596228807227066,-1.1973968709309994,4.882997962582929,-0.8369659296242234,2.193489438378703,0.34586455975635677,-1.0310243455043944,1.0257061542087773,17.709359095703363
Isiah Thomas,G,6-1,7.579613677998923,11.965306213940863,-0.4573946541790595,2.9291315494063843,-0.8369659296242234,-0.45475653365376495,0.24015382501280197,-3.064009965775768,-0.8553380107186691,17.045740172407488
Moses Malone,C-F,6-10,10.274021728871766,-1.5110034129143266,7.365485922912881,-0.1412299570138993,1.8100706473431094,-1.1729249328490081,0.8979095078615861,-1.3897865137875778,0.6494973212232883,16.782040311647826
Derek Harper,G,6-4,4.038391668280331,8.596228807227066,-1.8316844852898055,3.76650286933919,-0.5963262408090115,2.6423446878757315,-0.7464796992603748,-0.1939126195102997,-0.10292034474769042,15.572144643105135
Robert Parish,C,7-1,5.193137975797263,-0.5484098681389558,6.625483706160939,-0.1412299570138993,3.0132690914191698,3.40539861202068,-0.1474522023802323,-0.9114369560766665,-1.1061438993756616,15.382616502412636
Kiki Vandeweghe,F,6-8,12.429548169570035,0.41418367663641426,-1.1973968709309994,-0.4203537303248345,-0.8369659296242234,2.507688113026623,1.6261390138727412,-0.1939126195102997,0.900303209880281,15.229233032595737
Reggie Theus,G,6-7,7.348664416495536,10.040119124390122,-0.9859676661447311,0.4170175896079704,-0.8369659296242234,-0.05078680910643931,1.4029719071919033,-2.4660730186371285,-0.22832328907618696,14.64065632509682
Dale Ellis,G-F,6-7,10.889886426214126,0.5746159340989762,1.2340389841110897,1.2543889095407754,-0.35568655199379934,2.911657837573949,0.46332093169363986,-1.5093739032153057,-1.1061438993756616,14.356704668647792
Rodney McCray,F-G,6-7,2.8066622735956037,4.5854223706630215,2.9254726224012386,0.6961413629189056,0.3662325144518367,3.2258565122218688,0.36935583414381334,-1.1506117349321223,0.3986914325662952,14.223223188030463
Terry Cummings,F,6-9,7.733579852334513,0.41418367663641426,4.405477055905119,2.0917602294735804,1.088151580897473,1.385549989284052,-1.0048837175223977,-0.5526747877934832,-1.4823527323611512,14.078791146854119
Terry Porter,G,6-3,1.8058821404142624,10.200551381852684,-0.14025084699965626,3.20825532271732,-1.0776056184394356,0.7571526399882119,1.0623484285737823,-1.8681360714984894,0.022482599580806114,13.970679976189487
Buck Williams,F-C,6-8,5.57805341163624,-1.5110034129143266,8.634061151630492,0.4170175896079704,1.3287912697126854,3.450284136970383,-0.19443475115514552,-2.1073108503539446,-1.7331586210181438,13.862299924116213
Patrick Ewing,C-F,7-0,8.272461462509082,-1.350571155451765,4.722620863084523,1.5335126828517098,4.216467535495229,1.026465789686429,-0.4058562206422551,-2.3464856292094005,-1.8585615653466403,13.81005376297691
Ron Harper,G-F,6-6,9.350224682858215,3.622828825887649,0.4940367673591493,4.603874189271995,1.088151580897473,-0.858726258201088,-0.7464796992603748,-3.064009965775768,-0.7299350663901726,13.75996505664708
Alvin Robertson,G,6-4,5.347104150132854,4.2645578557378965,0.9168951769316869,6.557740602448538,-0.35568655199379934,-0.4098710087040621,0.0639692671068773,-1.6289612926430337,-1.1061438993756616,13.649604299641299
Mark Aguirre,F-G,6-6,11.50575112355649,1.0559127064866618,1.0226097793248208,0.6961413629189056,-0.35568655199379934,1.4304355142337546,0.2636450994002586,-1.2701991243598503,-0.7299350663901726,13.618674843177072
Walter Davis,G-F,6-6,9.889106293032787,3.301964310962526,-1.3031114733241338,0.9752651362298401,-1.0776056184394356,1.8344052387810803,1.3442437212232619,-1.5093739032153057,0.14788554390930264,13.602779249159925
James Donaldson,C,7-2,0.03527113555496773,-2.794461472614821,7.999773537271687,-0.6994775036357693,2.7726294026039575,4.75196436051176,0.7569618615368476,0.40402432762833945,0.14788554390930264,13.374571192766272
Doc Rivers,G,6-4,1.574932878910877,11.965306213940863,-0.7745384613584623,3.4873790960282545,-0.35568655199379934,-1.1729249328490081,0.9448920566364992,-1.1506117349321223,-1.3569497880326546,13.161798776350446
Xavier McDaniel,F,6-7,9.427207770026012,-0.06711309575127081,4.511191658298253,1.5335126828517098,0.12559282563662466,1.340664464334349,-0.6055320529356364,-1.5093739032153057,-1.6077556766896477,13.148394672555087
James Worthy,F,6-9,6.655816631985375,0.41418367663641426,1.4454681888973584,1.2543889095407754,1.088151580897473,2.6423446878757315,0.04047799271942068,-0.43308739836575527,-0.10292034474769042,13.004823925439103
John Lucas,G,6-3,5.193137975797263,6.671041717676323,-1.5145406781104027,2.3708840027845146,-1.0776056184394356,0.6224960651391034,0.46332093169363986,-0.5526747877934832,0.6494973212232883,12.825556929970807
Otis Thorpe,F-C,6-9,6.270901196146398,-0.06711309575127081,5.991196091802134,-0.6994775036357693,0.3662325144518367,2.6872302128254346,0.1579343646567038,-0.7918495666489386,-1.4823527323611512,12.432701481485376
Bill Laimbeer,C,6-11,3.576493145273558,-1.1901388979892031,7.682629730092282,0.13789381629703557,0.6068722032670489,1.071351314636132,1.7201041114225677,0.16484954877288385,-1.3569497880326546,12.41310518373965
Joe Barry Carroll,C-F,7-0,8.041512201005695,0.09331916171129112,3.1369018271875078,0.6961413629189056,2.2913500249735335,-0.36498548375435924,0.46332093169363986,-1.3897865137875778,-0.8553380107186691,12.112435501229967
Michael Cage,F-C,6-9,3.807442406776944,-1.5110034129143266,7.576915127699149,0.9752651362298401,0.6068722032670489,1.8344052387810803,-0.20618038834887384,-0.5526747877934832,-0.4791291777331795,12.051912345964197
Karl Malone,F,6-9,8.426427636844672,-1.0297066405266415,6.414054501374672,1.2543889095407754,0.3662325144518367,1.4304355142337546,-1.7566044979210096,-1.5093739032153057,-1.8585615653466403,11.737292469436113
Danny Ainge,G,6-4,3.114594622266786,4.906286885588143,-0.9859676661447311,1.5335126828517098,-0.8369659296242234,2.507688113026623,1.7553410230037527,-0.43308739836575527,-0.3537262334046835,11.207676099197622
Paul Pressey,G-F,6-5,2.4217468377566265,7.473203004989132,0.5997513697522842,2.65000777609545,0.6068722032670489,0.442953965340292,-0.11221529079904735,-1.6289612926430337,-1.3569497880326546,11.096408785726096
Tom Chambers,F-C,6-10,9.658157031529399,0.735048191561538,2.396899610435567,0.4170175896079704,0.12559282563662466,-0.2303289089052507,1.1915504377047939,-1.9877234609262169,-1.6077556766896477,10.698457639954778
Orlando Woolridge,F,6-9,7.656596765166716,1.537209478874347,0.5997513697522842,-0.4203537303248345,1.3287912697126854,1.8792907637307832,0.34586455975635677,-1.3897865137875778,-0.9807409550471656,10.556623007833595
Kareem Abdul-Jabbar,C,7-2,5.193137975797263,0.09331916171129112,2.5026142128287017,-0.6994775036357693,1.569430958527897,3.764482811618298,-0.3941105834485268,-0.9114369560766665,-0.8553380107186691,10.262622066603818
Byron Scott,G,6-3,4.808222539958286,1.376777221411785,-0.8802530637515967,1.8126364561626453,-0.8369659296242234,1.654863138982269,1.6966128370351112,-0.1939126195102997,0.5240943768947918,9.96207495755877
Rolando Blackman,G,6-6,7.887546026670104,1.216344963949223,-0.8802530637515967,-0.1412299570138993,-0.5963262408090115,0.7571526399882119,1.6026477394852847,-0.6722621772212112,0.7749002655517845,9.948520196848886
Chuck Person,F,6-8,6.193918108978604,1.6976417363369087,4.194047851118851,0.6961413629189056,-0.8369659296242234,0.2634118655414806,-0.006504556055492561,-1.1506117349321223,-1.7331586210181438,9.317920083264768
Julius Erving,F-G,6-7,4.654256365622695,1.0559127064866618,0.07117835778661256,1.2543889095407754,2.5319897137887457,-0.05078680910643931,0.7687074987305746,-1.1506117349321223,0.14788554390930264,9.282920551826807
Brad Daugherty,C,7-0,3.807442406776944,2.018506251262032,3.9826186463325817,-0.6994775036357693,0.6068722032670489,2.597459162926029,-0.6055320529356364,-1.7485486820707614,-0.8553380107186691,9.104002421203798
Hot Rod Williams,F-C,6-11,2.9606284479311946,-1.0297066405266415,3.771189441546314,-0.4203537303248345,3.7351881578648056,0.21852634059177778,-0.029995830442949182,-0.07432523008257176,-0.10292034474769042,9.028230611809404
