Player,Pos,Ht,PTS,AST,TRB,STL,BLK,eFG%,FT%,TOV,PF,ChrissyMetric
Kevin Garnett,F-C,6-11,10.003017971142775,3.1125626971547122,9.97892204624019,1.5210130341318187,3.1373554270644197,-0.7226079540899921,0.8755822982874218,-1.4343440340332423,-0.10271396685267903,26.368787519045426
Steve Nash,G,6-3,6.740010452893764,16.437128850142866,-1.1363746282675553,0.0492518506290304,-1.0692471646841128,5.114585232200812,1.4931934169613936,-2.8229640032255072,1.270409590019976,26.075993596670664
Kobe Bryant,G-F,6-6,17.902930910061443,5.42215416367266,1.4930503915084703,2.2568936258832126,-0.017596516746979617,0.2429427985295402,1.1940380313536887,-2.191773108138114,-0.5604218191435646,25.74221847698035
LeBron James,F-G,6-9,14.210580297305984,6.488119455911712,2.688243582315755,2.992774217634607,0.5082288072215869,0.46238615139761574,-0.44649150262404796,-2.0655349291206355,0.202424601341244,25.040730681383824
Dirk Nowitzki,F,7-0,11.892127586971155,1.8689365228758186,5.31766860209178,-0.318688445246667,0.7711414692058705,1.4279369040171481,1.5414442856077977,-0.67691495992837,0.202424601341244,22.026076566935775
Gilbert Arenas,G,6-4,15.155135105220165,6.488119455911712,0.178337881620457,4.096595105261698,-0.8063345026998294,-0.5470532717955316,0.9624338618509491,-2.0655349291206355,-1.6284068078222962,21.833291898426694
Tim Duncan,F-C,6-11,7.942171117511822,1.8689365228758186,7.349497026464164,0.0492518506290304,4.977744060954403,2.21793297434222,-1.0351521001101762,-1.5605822130507205,-0.2552832509496409,21.554515988666918
Shawn Marion,F,6-7,5.795455644979574,-1.1512984718014962,6.393342473818337,4.464535401137395,2.6115301030958533,2.8323743623728315,0.6343279550554027,0.20675229319398097,-0.5604218191435646,21.22659794270832
Allen Iverson,G,6-0,13.351894108293083,8.620050040389817,-1.7339712236711977,4.096595105261698,-0.8063345026998294,-1.3370493421206011,0.48957534911619055,-3.201678540277943,1.270409590019976,20.749490584311197
Pau Gasol,C-F,7-0,8.629120068722141,1.8689365228758186,6.393342473818337,-1.054569036998061,4.189006075001553,1.9107122803269143,0.036017183839992514,-1.4343440340332423,0.04985531724428281,20.58807685079774
Elton Brand,F-C,6-9,8.37151421201827,0.9806321126766082,5.795745878414695,0.7851324423804245,4.451918736985838,1.6034915863116086,0.16146944232064303,-1.1818676759982847,-1.0181296714344494,19.949907063675354
Jason Kidd,G,6-4,1.9313677944215315,12.173267681186656,4.48103336852668,2.992774217634607,-0.5434218407155462,-0.9420513069580677,0.3255223957184168,-1.4343440340332423,0.812701737729091,19.79685001351013
Tracy McGrady,F-G,6-8,11.892127586971155,7.3764238661109225,1.0149731151855563,1.8889533300075159,-0.017596516746979617,-0.9859399775316827,-0.35963993906052066,-1.8130585710856781,0.6601324536321295,19.656375347482417
Baron Davis,G,6-3,8.028039736413113,10.218997978748394,-0.06070075654099902,4.832475697013092,-0.017596516746979617,-0.7226079540899921,0.007066662652150084,-1.9392967501031568,-0.8655603873374875,19.480817710008132
Chris Bosh,F-C,6-11,10.174755208945358,0.2699885845172401,7.469016345544892,-0.686628741122364,2.085704779127287,0.2429427985295402,0.39307361182338246,-1.3081058550157634,-0.10271396685267903,18.538032765496894
Carlos Boozer,F-C,6-9,8.714988687623428,1.1582929947164504,8.664209536352175,0.4171921465047274,-0.5434218407155462,2.8323743623728315,-0.5719437611046975,-1.3081058550157634,-0.8655603873374875,18.498025883396117
Carmelo Anthony,F,6-7,15.584478199726615,2.5795800510351867,1.8516083487506556,1.5210130341318187,-0.28050917873126285,-0.32760991892745617,0.615027607596841,-2.5704876451905507,-1.1706989555314113,17.802401542860437
Dwight Howard,C,6-10,5.881324263880866,-0.7959767077218123,9.381325450836547,0.4171921465047274,3.6631807510329866,4.675698526464661,-1.5273109603034976,-2.9492021822429866,-1.0181296714344494,17.72810161701704
Chris Paul,G,6-0,5.623718407176996,11.640285035067132,-0.06070075654099902,3.7286548093860015,-1.3321598266683963,-1.3370493421206011,0.7115293448896481,-1.1818676759982847,-0.10271396685267903,17.68969602833882
Marcus Camby,C-F,6-11,0.3857326541983137,1.5136147587961348,8.664209536352175,1.5210130341318187,7.343958018812954,-1.0298286481052978,-0.14733611701634286,-0.17196224385845513,-0.40785253504660274,17.67154845826469
