Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,25.0,SYR,NBA,PG,23,,11.2,1.1,3.4,0.316,1.1,1.6,0.676,0.8,1.0,1.9,3.3
Career,,,NBA,,23,,11.2,1.1,3.4,0.316,1.1,1.6,0.676,0.8,1.0,1.9,3.3
