Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,26.0,PRO,BAA,,55,,,1.8,6.3,0.282,1.1,1.4,0.8,,0.3,1.7,4.7
1947-48,27.0,PRO,BAA,,24,,,1.5,6.5,0.232,0.8,1.1,0.704,,0.3,1.5,3.8
Career,,,BAA,,79,,,1.7,6.4,0.266,1.0,1.3,0.775,,0.3,1.6,4.4
