Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,23.0,DET,NBA,C,32.0,5.0,12.2,2.1,4.6,0.449,0.5,1.5,0.327,1.6,3.1,0.51,0.503,1.2,1.9,0.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8
2022-23,24.0,MIN,NBA,C,26.0,0.0,9.0,2.3,4.3,0.55,0.5,1.5,0.368,1.8,2.8,0.644,0.613,1.6,2.0,0.788,1.2,1.1,2.3,0.7,0.1,0.1,0.5,1.6,6.8
Career,,,NBA,,58.0,5.0,10.8,2.2,4.4,0.492,0.5,1.5,0.345,1.7,2.9,0.567,0.55,1.4,1.9,0.699,1.5,1.2,2.8,0.7,0.2,0.1,0.5,1.7,6.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,32.0,5.0,12.2,2.1,4.6,0.449,0.5,1.5,0.327,1.6,3.1,0.51,0.503,1.2,1.9,0.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8
1 season,,MIN,NBA,,26.0,0.0,9.0,2.3,4.3,0.55,0.5,1.5,0.368,1.8,2.8,0.644,0.613,1.6,2.0,0.788,1.2,1.1,2.3,0.7,0.1,0.1,0.5,1.6,6.8
