Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,24.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy)
1967-68,26.0,NOB,ABA,C,78,,20.3,2.0,5.0,.400,0.0,0.0,1.000,2.0,5.0,.398,.401,1.0,1.7,.603,,,7.6,1.2,,,1.3,2.0,5.0
1968-69,27.0,NOB,ABA,C,77,,24.7,2.7,7.0,.393,0.0,0.1,.250,2.7,6.9,.394,.394,1.7,2.7,.644,2.7,6.4,9.1,1.9,,,2.1,3.1,7.2
1969-70,28.0,NOB,ABA,C,84,,44.1,5.0,12.4,.404,0.0,0.1,.091,5.0,12.3,.408,.405,2.5,3.4,.730,3.4,11.1,14.5,4.6,,,3.2,3.3,12.5
1970-71,29.0,MMP,ABA,C,84,,44.0,3.5,9.5,.373,0.0,0.0,.250,3.5,9.4,.373,.373,1.4,2.3,.623,3.3,10.3,13.5,4.8,,,3.3,3.4,8.5
1971-72,30.0,MMP,ABA,PF,83,,41.1,3.3,8.7,.385,0.0,0.0,,3.3,8.7,.385,.385,2.0,2.8,.704,3.7,10.5,14.2,4.2,,,2.9,3.1,8.6
1972-73,31.0,UTS,ABA,C,84,,28.7,2.7,6.3,.432,0.0,0.0,,2.7,6.3,.432,.432,1.0,1.6,.600,2.1,7.4,9.5,3.0,,,2.0,3.3,6.4
1973-74,32.0,UTS,ABA,C,83,,33.3,3.1,6.5,.471,0.0,0.0,.000,3.1,6.5,.473,.471,0.9,1.3,.689,1.7,7.1,8.8,3.0,0.7,0.6,1.9,3.1,7.0
1974-75,33.0,UTS,ABA,PF,84,,33.2,2.8,7.2,.397,0.0,0.0,.500,2.8,7.1,.397,.398,1.0,1.3,.790,1.4,5.7,7.2,2.7,0.9,0.4,2.3,2.6,6.7
1975-76,34.0,VIR,ABA,C,24,,27.4,2.4,5.5,.435,0.0,0.0,,2.4,5.5,.435,.435,1.0,1.2,.821,1.8,4.9,6.7,2.3,0.3,0.5,2.0,2.7,5.7
Career,,,ABA,,681,,33.7,3.1,7.8,.405,0.0,0.0,.208,3.1,7.7,.406,.406,1.4,2.1,.678,2.6,8.2,10.5,3.2,0.7,0.5,2.4,3.0,7.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,"NOB,MMP",ABA,,406,,35.2,3.4,8.6,.391,0.0,0.0,.200,3.3,8.5,.392,.392,1.7,2.6,.672,3.3,9.6,11.9,3.4,,,2.6,3.0,8.4
3 seasons,,UTS,ABA,,251,,31.7,2.9,6.7,.432,0.0,0.0,.250,2.9,6.6,.433,.432,0.9,1.4,.685,1.7,6.7,8.5,2.9,0.8,0.5,2.1,3.0,6.7
1 season,,VIR,ABA,,24,,27.4,2.4,5.5,.435,0.0,0.0,,2.4,5.5,.435,.435,1.0,1.2,.821,1.8,4.9,6.7,2.3,0.3,0.5,2.0,2.7,5.7
