Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1957-58,25.0,MNL,NBA,F,18,,22.3,3.3,9.4,0.347,1.7,2.6,0.638,4.6,1.4,2.9,8.2,Bo Erias,6-3
