Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1964-65,22.0,TOT,NBA,F-G,52,,9.8,1.2,3.6,.339,,,,1.2,3.6,.339,.339,1.2,1.6,.714,,,1.9,0.8,,1.3,3.6,Barry Kramer,6-4
1969-70,27.0,NYA,ABA,F-G,7,,8.0,1.4,4.4,.323,0.0,0.1,.000,1.4,4.3,.333,.323,1.0,1.1,.875,1.0,0.9,1.9,0.4,1.6,1.4,3.9,Barry Kramer,6-4
