Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,23.0,KCO,NBA,C,67,,6.2,0.5,1.2,0.398,0.4,0.4,0.828,0.5,1.3,1.8,0.6,0.1,0.1,1.0,1.3,Len Kosmalski,7-0
1975-76,24.0,KCK,NBA,C,9,,10.3,0.9,2.2,0.4,0.4,0.8,0.571,1.0,1.8,2.8,1.3,0.3,0.4,1.2,2.2,Len Kosmalski,7-0
