Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1968-69,23.0,MNP,ABA,G,68.0,,15.7,2.3,6.3,0.365,0.4,1.5,0.238,1.9,4.7,0.406,0.394,0.9,1.5,0.612,0.8,1.5,2.3,0.9,,1.3,2.1,5.9,Arvesta Kelly,6-2
1969-70,24.0,PTP,ABA,G,70.0,,34.2,5.5,11.1,0.494,0.3,1.1,0.284,5.2,10.1,0.516,0.507,2.4,3.7,0.654,1.7,2.1,3.8,3.2,,3.0,2.8,13.7,Arvesta Kelly,6-2
1971-72,26.0,TOT,ABA,G,12.0,,9.3,1.1,2.4,0.448,0.1,0.3,0.333,1.0,2.2,0.462,0.466,0.3,0.3,0.75,0.4,0.8,1.3,1.2,,0.7,1.7,2.5,Arvesta Kelly,6-2
