Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1954-55,22.0,MNL,NBA,C-F,72,,15.3,1.6,5.2,0.315,1.5,2.3,0.661,4.4,1.0,2.8,4.8,Ed Kalafat,6-6
1955-56,23.0,MNL,NBA,C-F,72,,22.8,2.7,7.5,0.359,2.6,3.5,0.738,6.1,1.8,3.3,8.0,Ed Kalafat,6-6
1956-57,24.0,MNL,NBA,C-F,65,,24.9,2.7,7.8,0.351,3.0,4.6,0.661,6.5,1.6,3.7,8.5,Ed Kalafat,6-6
