Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1968-69,22.0,SEA,NBA,F,72.0,,17.2,2.4,6.1,0.395,,,,2.4,6.1,0.395,0.395,1.4,1.7,0.79,,,3.3,0.8,,2.2,6.2,Joe Kennedy,6-6
1969-70,23.0,SEA,NBA,F,14.0,,5.9,0.2,2.4,0.088,,,,0.2,2.4,0.088,0.088,0.1,0.1,1.0,,,1.4,0.5,,0.5,0.6,Joe Kennedy,6-6
1970-71,24.0,PTC,ABA,F,82.0,,16.9,2.3,6.1,0.38,0.0,0.0,0.0,2.3,6.0,0.381,0.38,1.6,2.0,0.813,1.8,2.4,4.2,0.9,1.2,1.9,6.2,Joe Kennedy,6-6
