Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1975-76,23.0,LAL,NBA,F-C,16.0,,3.4,0.6,2.5,0.25,0.4,0.7,0.636,0.3,1.2,1.4,0.3,0.2,0.0,,0.4,1.7,C.J. Kupec,6-6
1976-77,24.0,LAL,NBA,F-C,82.0,,11.1,1.9,4.2,0.447,1.0,1.2,0.772,0.9,1.5,2.4,0.6,0.2,0.0,,1.4,4.7,C.J. Kupec,6-6
1977-78,25.0,HOU,NBA,F-C,49.0,,12.8,1.7,4.0,0.426,0.6,0.7,0.818,0.6,1.3,1.9,1.0,0.2,0.1,0.5,1.1,4.0,C.J. Kupec,6-6
