Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1973-74,23.0,PHO,NBA,SF,17,,5.9,1.2,2.3,0.538,0.6,0.8,0.786,0.1,0.5,0.5,0.9,0.3,0.0,0.4,3.1
1974-75,24.0,PHO,NBA,SF,41,,10.5,1.4,3.5,0.386,0.3,0.4,0.75,0.2,0.9,1.0,1.2,0.4,0.0,0.7,3.0
Career,,,NBA,,58,,9.2,1.3,3.2,0.418,0.4,0.5,0.767,0.1,0.8,0.9,1.1,0.4,0.0,0.6,3.1
