Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,24.0,DET,NBA,SG,79.0,,27.5,5.4,13.7,0.394,2.5,3.5,0.719,3.2,3.4,2.8,13.3
1961-62,25.0,DET,NBA,SG,77.0,,32.8,7.2,16.2,0.444,2.6,3.6,0.718,3.5,3.2,2.2,17.0
1962-63,26.0,DET,NBA,SG,80.0,,37.0,8.0,18.1,0.439,3.4,4.8,0.724,3.0,4.1,2.9,19.3
1963-64,27.0,DET,NBA,SG,71.0,,33.3,7.0,17.2,0.408,3.2,4.7,0.68,2.5,3.2,3.1,17.3
1964-65,28.0,BAL,NBA,SG,77.0,,36.6,7.4,16.8,0.438,3.7,5.0,0.732,4.4,3.2,3.6,18.4
1965-66,29.0,BAL,NBA,PG,73.0,,36.2,8.1,18.3,0.445,4.3,5.9,0.735,3.8,4.0,2.8,20.6
1966-67,30.0,BAL,NBA,SG,58.0,,34.9,7.8,17.3,0.451,4.8,6.1,0.78,3.3,2.9,2.6,20.3
1967-68,31.0,TOT,NBA,PG,70.0,,27.4,5.6,12.7,0.441,2.8,3.6,0.776,2.5,2.2,2.6,14.0
1967-68,31.0,BAL,NBA,PG,39.0,,28.1,5.9,13.7,0.433,2.9,3.8,0.77,2.9,2.2,2.3,14.8
1967-68,31.0,STL,NBA,PG,31.0,,26.5,5.2,11.5,0.454,2.7,3.4,0.783,2.0,2.4,3.0,13.1
1968-69,32.0,ATL,NBA,SG,76.0,,26.3,5.1,11.9,0.427,1.9,2.7,0.707,2.2,2.9,3.1,12.1
1969-70,33.0,ATL,NBA,SG,66.0,,14.9,2.7,5.6,0.473,0.9,1.1,0.806,1.1,1.5,1.7,6.2
Career,,,NBA,,727.0,,30.8,6.4,14.9,0.434,3.0,4.1,0.732,3.0,3.1,2.8,15.9
,,,,,,,,,,,,,,,,,
4 seasons,,DET,NBA,,307.0,,32.7,6.9,16.3,0.423,2.9,4.1,0.71,3.1,3.4,2.8,16.7
4 seasons,,BAL,NBA,,247.0,,34.8,7.5,16.9,0.443,4.0,5.3,0.75,3.7,3.2,2.9,18.9
3 seasons,,"STL,ATL",NBA,,173.0,,22.0,4.2,9.4,0.443,1.7,2.2,0.746,1.8,2.3,2.5,10.0
