Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,25.0,MNL,NBA,,63.0,,,1.4,4.2,0.326,1.5,2.1,0.724,2.0,1.6,1.6,4.3
1951-52,26.0,TOT,NBA,PG,65.0,,26.5,2.4,7.2,0.328,2.2,3.2,0.686,3.1,2.6,2.7,6.9
1951-52,26.0,MLH,NBA,,43.0,,25.0,2.1,7.0,0.306,1.7,2.6,0.655,2.8,2.3,2.6,6.0
1951-52,26.0,BLB,NBA,PG,22.0,,29.5,2.8,7.5,0.37,3.2,4.4,0.722,3.6,3.2,2.9,8.7
1952-53,27.0,BLB,NBA,SG,46.0,,14.0,1.5,4.1,0.376,1.0,1.8,0.593,1.7,1.9,1.8,4.1
Career,,,NBA,,174.0,,21.3,1.8,5.3,0.337,1.7,2.4,0.68,2.3,2.1,2.0,5.2
,,,,,,,,,,,,,,,,,
2 seasons,,BLB,NBA,,68.0,,19.0,1.9,5.2,0.373,1.7,2.6,0.663,2.3,2.3,2.1,5.6
1 season,,MNL,NBA,,63.0,,,1.4,4.2,0.326,1.5,2.1,0.724,2.0,1.6,1.6,4.3
1 season,,MLH,NBA,,43.0,,25.0,2.1,7.0,0.306,1.7,2.6,0.655,2.8,2.3,2.6,6.0
