Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,24.0,MLH,NBA,SG,68.0,,32.8,3.7,11.0,0.34,3.7,5.0,0.748,3.3,2.8,3.9,11.2
1954-55,25.0,MNL,NBA,SG,45.0,,9.0,0.7,3.0,0.248,1.1,1.6,0.658,1.2,0.8,1.3,2.5
Career,,,NBA,,113.0,,23.3,2.5,7.8,0.326,2.7,3.6,0.732,2.5,2.0,2.8,7.7
,,,,,,,,,,,,,,,,,
1 season,,MLH,NBA,,68.0,,32.8,3.7,11.0,0.34,3.7,5.0,0.748,3.3,2.8,3.9,11.2
1 season,,MNL,NBA,,45.0,,9.0,0.7,3.0,0.248,1.1,1.6,0.658,1.2,0.8,1.3,2.5
