Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,23.0,BAL,NBA,,1,,4.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,1.0,2.0
Career,,,NBA,,1,,4.0,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,1.0,2.0
