Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,21.0,BOS,BAA,,60.0,,,4.1,12.8,0.32,2.1,3.2,0.677,,1.0,2.2,10.3
1947-48,22.0,TOT,BAA,,45.0,,,3.6,12.1,0.297,1.4,2.4,0.574,,0.5,2.7,8.6
1947-48,22.0,BOS,BAA,,32.0,,,3.4,11.4,0.295,1.0,1.7,0.593,,0.5,2.6,7.8
1947-48,22.0,BLB,BAA,,13.0,,,4.2,13.8,0.302,2.3,4.2,0.556,,0.5,3.1,10.6
1948-49,23.0,BLB,BAA,,60.0,,,5.0,13.2,0.377,3.0,4.4,0.683,,1.9,3.6,13.0
1949-50,24.0,NYK,NBA,,60.0,,,4.0,12.2,0.331,3.3,5.0,0.662,,1.7,3.4,11.3
1950-51,25.0,NYK,NBA,,66.0,,,3.5,9.3,0.374,2.2,3.2,0.702,6.5,1.8,3.4,9.2
1951-52,26.0,NYK,NBA,C,66.0,,23.6,3.4,9.1,0.378,2.7,3.8,0.689,7.1,1.8,3.2,9.5
1952-53,27.0,NYK,NBA,C,65.0,,26.3,3.7,9.8,0.377,3.8,5.2,0.732,7.0,2.0,3.9,11.2
1953-54,28.0,NYK,NBA,C,72.0,,27.9,3.5,9.9,0.358,2.9,4.2,0.689,6.7,1.8,3.3,10.0
1954-55,29.0,TOT,NBA,C,36.0,,23.9,3.8,10.7,0.357,2.0,3.2,0.632,6.1,1.7,3.0,9.6
1954-55,29.0,BLB,NBA,,11.0,,32.3,5.4,14.5,0.369,3.0,4.4,0.688,7.4,1.8,3.6,13.7
1954-55,29.0,SYR,NBA,C,25.0,,20.3,3.1,9.0,0.348,1.6,2.6,0.591,5.6,1.6,2.8,7.8
1955-56,30.0,ROC,NBA,PF,68.0,,13.3,2.1,6.3,0.336,1.1,1.9,0.605,3.5,1.2,2.1,5.4
Career,,,TOT,,598.0,,22.9,3.6,10.4,0.351,2.5,3.7,0.678,6.2,1.6,3.1,9.8
,,,NBA,,433.0,,22.9,3.4,9.5,0.359,2.6,3.8,0.684,6.2,1.7,3.2,9.4
,,,BAA,,165.0,,,4.3,12.8,0.336,2.2,3.4,0.66,,1.2,2.8,10.8
,,,,,,,,,,,,,,,,,
5 seasons,,NYK,NBA,,329.0,,26.0,3.6,10.0,0.362,3.0,4.3,0.696,6.8,1.8,3.4,10.2
2 seasons,,BOS,BAA,,92.0,,,3.8,12.3,0.312,1.7,2.6,0.658,,0.9,2.3,9.4
3 seasons,,BLB,BAA,,84.0,,32.3,4.9,13.5,0.364,2.9,4.4,0.665,7.4,1.7,3.5,12.7
1 season,,ROC,NBA,,68.0,,13.3,2.1,6.3,0.336,1.1,1.9,0.605,3.5,1.2,2.1,5.4
1 season,,SYR,NBA,,25.0,,20.3,3.1,9.0,0.348,1.6,2.6,0.591,5.6,1.6,2.8,7.8
